"date","value"
1991-04-26,26.2503780885857
1991-04-29,26.2967112305822
1991-04-30,26.3427751643023
1991-05-01,26.3885694181741
1991-05-02,26.4340935233863
1991-05-03,26.4793470138934
1991-05-06,26.5243294264202
1991-05-07,26.5690403004667
1991-05-08,26.6134791783124
1991-05-09,26.6576456050218
1991-05-10,26.7015391284483
1991-05-13,26.745159299239
1991-05-14,26.7885056708397
1991-05-15,26.8315777994989
1991-05-16,26.8743752442728
1991-05-17,26.9168975670296
1991-05-20,26.9591443324539
1991-05-21,27.0011151080514
1991-05-22,27.0428094641531
1991-05-23,27.08422697392
1991-05-24,27.1253672133469
1991-05-28,27.1662297612675
1991-05-29,27.2068141993581
1991-05-30,27.2471201121422
1991-05-31,27.2871470869946
1991-06-03,27.3268947141456
1991-06-04,27.3663625866856
1991-06-05,27.4055503005685
1991-06-06,27.4444574546165
1991-06-07,27.4830836505241
1991-06-10,27.5214284928619
1991-06-11,27.5594915890808
1991-06-12,27.5972725495162
1991-06-13,27.6347709873916
1991-06-14,27.6719865188229
1991-06-17,27.7089187628222
1991-06-18,27.7455673413017
1991-06-19,27.7819318790776
1991-06-20,27.8180120038738
1991-06-21,27.8538073463261
1991-06-24,27.8893175399853
1991-06-25,27.9245422213219
1991-06-26,27.9594810297288
1991-06-27,27.9941336075256
1991-06-28,28.0284995999624
1991-07-01,28.0625786552229
1991-07-02,28.0963704244284
1991-07-03,28.129874561641
1991-07-05,28.1630907238678
1991-07-08,28.1960185710637
1991-07-09,28.2286577661353
1991-07-10,28.261007974944
1991-07-11,28.2930688663101
1991-07-12,28.3248401120152
1991-07-15,28.3563213868066
1991-07-16,28.3875123683999
1991-07-17,28.4184127374823
1991-07-18,28.4490221777165
1991-07-19,28.4793403757434
1991-07-22,28.5093670211854
1991-07-23,28.5391018066495
1991-07-24,28.5685444277308
1991-07-25,28.5976945830153
1991-07-26,28.626551974083
1991-07-29,28.6551163055111
1991-07-30,28.683387284877
1991-07-31,28.7113646227611
1991-08-01,28.7390480327501
1991-08-02,28.7664372314394
1991-08-05,28.7935319384368
1991-08-06,28.8203318763645
1991-08-07,28.8468367708626
1991-08-08,28.8730463505916
1991-08-09,28.8989603472351
1991-08-12,28.924578495503
1991-08-13,28.9499005331335
1991-08-14,28.9749262008965
1991-08-15,28.9996552425959
1991-08-16,29.024087405072
1991-08-19,29.0482224382046
1991-08-20,29.0720600949153
1991-08-21,29.0956001311699
1991-08-22,29.1188423059813
1991-08-23,29.1417863814114
1991-08-26,29.1644321225739
1991-08-27,29.186779297637
1991-08-28,29.2088276778249
1991-08-29,29.2305770374211
1991-08-30,29.25202715377
1991-09-03,29.2731778072795
1991-09-04,29.2940287814233
1991-09-05,29.3145798627431
1991-09-06,29.3348308408503
1991-09-09,29.354781508429
1991-09-10,29.3744316612375
1991-09-11,29.3937810981105
1991-09-12,29.4128296209614
1991-09-13,29.431577034784
1991-09-16,29.4500231476548
1991-09-17,29.4681677707346
1991-09-18,29.4860107182709
1991-09-19,29.5035518075994
1991-09-20,29.5207908591461
1991-09-23,29.5377276964291
1991-09-24,29.5543621460601
1991-09-25,29.5706940377468
1991-09-26,29.5867232042942
1991-09-27,29.6024494816061
1991-09-30,29.6178727086875
1991-10-01,29.6329927276456
1991-10-02,29.6478093836916
1991-10-03,29.6623225251425
1991-10-04,29.6765320034223
1991-10-07,29.6904376730639
1991-10-08,29.7040393917103
1991-10-09,29.717337020116
1991-10-10,29.7303304221488
1991-10-11,29.7430194647908
1991-10-14,29.75540401814
1991-10-15,29.7674839554117
1991-10-16,29.7792591529394
1991-10-17,29.7907294901765
1991-10-18,29.8018948496973
1991-10-21,29.8127551171982
1991-10-22,29.823310181499
1991-10-23,29.833559934544
1991-10-24,29.843504271403
1991-10-25,29.8531430902725
1991-10-28,29.8624762924767
1991-10-29,29.8715037824684
1991-10-30,29.8802254678302
1991-10-31,29.8886412592752
1991-11-01,29.8967510706482
1991-11-04,29.9045548189263
1991-11-05,29.9120524242199
1991-11-06,29.9192438097735
1991-11-07,29.9261289019665
1991-11-08,29.9327076303138
1991-11-11,29.9389799274668
1991-11-12,29.944945729214
1991-11-13,29.9506049744813
1991-11-14,29.9559576053332
1991-11-15,29.9610035669729
1991-11-18,29.9657428077434
1991-11-19,29.9701752791273
1991-11-20,29.9743009357481
1991-11-21,29.9781197353699
1991-11-22,29.9816316388983
1991-11-25,29.984836610381
1991-11-26,29.9877346170075
1991-11-27,29.9903256291099
1991-11-29,29.9926096201632
1991-12-02,29.9945865667854
1991-12-03,29.9962564487379
1991-12-04,29.9976192489254
1991-12-05,29.9986749533965
1991-12-06,29.9994235513437
1991-12-09,29.9998650351032
1991-12-10,29.9999994001556
1991-12-11,29.9998266451251
1991-12-12,29.9993467717805
1991-12-13,29.9985597850342
1991-12-16,29.997465692943
1991-12-17,29.9960645067075
1991-12-18,29.994356240672
1991-12-19,29.9923409123246
1991-12-20,29.990018542297
1991-12-23,29.987389154364
1991-12-24,29.9844527754436
1991-12-26,29.9812094355964
1991-12-27,29.9776591680257
1991-12-30,29.9738020090766
1991-12-31,29.9696379982363
1992-01-02,29.9651671781331
1992-01-03,29.9603895945363
1992-01-06,29.9553052963556
1992-01-07,29.9499143356407
1992-01-08,29.9442167675807
1992-01-09,29.9382126505035
1992-01-10,29.9319020458753
1992-01-13,29.9252850182998
1992-01-14,29.9183616355178
1992-01-15,29.9111319684063
1992-01-16,29.9035960909778
1992-01-17,29.8957540803796
1992-01-20,29.887606016893
1992-01-21,29.8791519839325
1992-01-22,29.8703920680449
1992-01-23,29.8613263589084
1992-01-24,29.8519549493317
1992-01-27,29.842277935253
1992-01-28,29.8322954157392
1992-01-29,29.8220074929848
1992-01-30,29.8114142723105
1992-01-31,29.8005158621629
1992-02-03,29.7893123741126
1992-02-04,29.7778039228535
1992-02-05,29.7659906262014
1992-02-06,29.753872605093
1992-02-07,29.7414499835847
1992-02-10,29.7287228888509
1992-02-11,29.7156914511832
1992-02-12,29.7023558039888
1992-02-13,29.6887160837893
1992-02-14,29.6747724302189
1992-02-18,29.6605249860237
1992-02-19,29.6459738970594
1992-02-20,29.6311193122905
1992-02-21,29.6159613837884
1992-02-24,29.6005002667298
1992-02-25,29.5847361193954
1992-02-26,29.568669103168
1992-02-27,29.5522993825313
1992-02-28,29.5356271250674
1992-03-02,29.5186525014558
1992-03-03,29.5013756854716
1992-03-04,29.4837968539833
1992-03-05,29.4659161869512
1992-03-06,29.4477338674258
1992-03-09,29.4292500815457
1992-03-10,29.4104650185355
1992-03-11,29.3913788707043
1992-03-12,29.3719918334433
1992-03-13,29.3523041052242
1992-03-16,29.3323158875969
1992-03-17,29.3120273851874
1992-03-18,29.2914388056961
1992-03-19,29.2705503598951
1992-03-20,29.2493622616265
1992-03-23,29.2278747277999
1992-03-24,29.2060879783905
1992-03-25,29.1840022364366
1992-03-26,29.1616177280372
1992-03-27,29.1389346823502
1992-03-30,29.1159533315895
1992-03-31,29.092673911023
1992-04-01,29.0690966589698
1992-04-02,29.0452218167983
1992-04-03,29.0210496289232
1992-04-06,28.9965803428034
1992-04-07,28.9718142089392
1992-04-08,28.9467514808697
1992-04-09,28.9213924151707
1992-04-10,28.8957372714513
1992-04-13,28.8697863123519
1992-04-14,28.8435398035412
1992-04-15,28.8169980137136
1992-04-16,28.7901612145862
1992-04-20,28.7630296808964
1992-04-21,28.7356036903988
1992-04-22,28.7078835238626
1992-04-23,28.6798694650684
1992-04-24,28.6515618008054
1992-04-27,28.6229608208689
1992-04-28,28.5940668180567
1992-04-29,28.5648800881663
1992-04-30,28.5354009299922
1992-05-01,28.5056296453224
1992-05-04,28.4755665389356
1992-05-05,28.4452119185978
1992-05-06,28.4145660950596
1992-05-07,28.3836293820526
1992-05-08,28.3524020962862
1992-05-11,28.3208845574447
1992-05-12,28.2890770881838
1992-05-13,28.2569800141273
1992-05-14,28.2245936638635
1992-05-15,28.1919183689426
1992-05-18,28.1589544638725
1992-05-19,28.1257022861158
1992-05-20,28.0921621760862
1992-05-21,28.058334477145
1992-05-22,28.0242195355979
1992-05-26,27.9898177006909
1992-05-27,27.9551293246073
1992-05-28,27.9201547624635
1992-05-29,27.884894372306
1992-06-01,27.8493485151071
1992-06-02,27.8135175547619
1992-06-03,27.7774018580838
1992-06-04,27.7410017948015
1992-06-05,27.7043177375545
1992-06-08,27.6673500618901
1992-06-09,27.6300991462585
1992-06-10,27.5925653720101
1992-06-11,27.5547491233907
1992-06-12,27.5166507875379
1992-06-15,27.4782707544773
1992-06-16,27.4396094171181
1992-06-17,27.4006671712494
1992-06-18,27.3614444155361
1992-06-19,27.3219415515148
1992-06-22,27.2821589835895
1992-06-23,27.2420971190277
1992-06-24,27.2017563679564
1992-06-25,27.1611371433572
1992-06-26,27.1202398610629
1992-06-29,27.0790649397527
1992-06-30,27.037612800948
1992-07-01,26.9958838690085
1992-07-02,26.9538785711272
1992-07-06,26.9115973373264
1992-07-07,26.8690406004534
1992-07-08,26.8262087961757
1992-07-09,26.7831023629771
1992-07-10,26.7397217421525
1992-07-13,26.6960673778039
1992-07-14,26.6521397168358
1992-07-15,26.6079392089503
1992-07-16,26.563466306643
1992-07-17,26.5187214651979
1992-07-20,26.473705142683
1992-07-21,26.4284177999455
1992-07-22,26.3828599006072
1992-07-23,26.3370319110596
1992-07-24,26.2909343004593
1992-07-27,26.244567540723
1992-07-28,26.1979321065228
1992-07-29,26.1510284752813
1992-07-30,26.1038571271668
1992-07-31,26.0564185450883
1992-08-03,26.0087132146904
1992-08-04,25.9607416243487
1992-08-05,25.9125042651645
1992-08-06,25.8640016309597
1992-08-07,25.8152342182724
1992-08-10,25.7662025263507
1992-08-11,25.7169070571487
1992-08-12,25.6673483153206
1992-08-13,25.6175268082159
1992-08-14,25.5674430458742
1992-08-17,25.5170975410198
1992-08-18,25.4664908090566
1992-08-19,25.4156233680626
1992-08-20,25.364495738785
1992-08-21,25.3131084446346
1992-08-24,25.2614620116802
1992-08-25,25.2095569686439
1992-08-26,25.157393846895
1992-08-27,25.1049731804449
1992-08-28,25.0522955059417
1992-08-31,24.9993613626643
1992-09-01,24.9461712925175
1992-09-02,24.8927258400258
1992-09-03,24.8390255523284
1992-09-04,24.785070979173
1992-09-08,24.730862672911
1992-09-09,24.6764011884908
1992-09-10,24.621687083453
1992-09-11,24.5667209179244
1992-09-14,24.511503254612
1992-09-15,24.4560346587977
1992-09-16,24.4003156983321
1992-09-17,24.3443469436289
1992-09-18,24.2881289676591
1992-09-21,24.231662345945
1992-09-22,24.1749476565545
1992-09-23,24.1179854800949
1992-09-24,24.060776399707
1992-09-25,24.0033210010596
1992-09-28,23.9456198723429
1992-09-29,23.8876736042627
1992-09-30,23.8294827900345
1992-10-01,23.7710480253772
1992-10-02,23.712369908507
1992-10-05,23.6534490401318
1992-10-06,23.5942860234441
1992-10-07,23.5348814641157
1992-10-08,23.4752359702911
1992-10-09,23.4153501525811
1992-10-12,23.3552246240572
1992-10-13,23.2948600002445
1992-10-14,23.2342568991159
1992-10-15,23.1734159410859
1992-10-16,23.1123377490037
1992-10-19,23.0510229481474
1992-10-20,22.9894721662172
1992-10-21,22.9276860333291
1992-10-22,22.8656651820086
1992-10-23,22.803410247184
1992-10-26,22.7409218661799
1992-10-27,22.678200678711
1992-10-28,22.6152473268751
1992-10-29,22.5520624551469
1992-10-30,22.4886467103712
1992-11-02,22.4250007417562
1992-11-03,22.3611252008672
1992-11-04,22.2970207416195
1992-11-05,22.232688020272
1992-11-06,22.1681276954205
1992-11-09,22.1033404279907
1992-11-10,22.0383268812317
1992-11-11,21.9730877207089
1992-11-12,21.9076236142977
1992-11-13,21.841935232176
1992-11-16,21.776023246818
1992-11-17,21.7098883329868
1992-11-18,21.6435311677278
1992-11-19,21.5769524303616
1992-11-20,21.5101528024771
1992-11-23,21.4431329679245
1992-11-24,21.3758936128085
1992-11-25,21.3084354254809
1992-11-27,21.2407590965338
1992-11-30,21.1728653187928
1992-12-01,21.104754787309
1992-12-02,21.0364281993531
1992-12-03,20.9678862544072
1992-12-04,20.8991296541582
1992-12-07,20.8301591024907
1992-12-08,20.7609753054793
1992-12-09,20.6915789713819
1992-12-10,20.621970810632
1992-12-11,20.5521515358318
1992-12-14,20.4821218617448
1992-12-15,20.4118825052881
1992-12-16,20.3414341855258
1992-12-17,20.2707776236609
1992-12-18,20.1999135430286
1992-12-21,20.1288426690881
1992-12-22,20.0575657294159
1992-12-23,19.9860834536981
1992-12-24,19.9143965737227
1992-12-28,19.8425058233724
1992-12-29,19.770411938617
1992-12-30,19.6981156575059
1992-12-31,19.6256177201604
1993-01-04,19.5529188687662
1993-01-05,19.480019847566
1993-01-06,19.4069214028515
1993-01-07,19.3336242829561
1993-01-08,19.2601292382472
1993-01-11,19.186437021118
1993-01-12,19.1125483859808
1993-01-13,19.0384640892582
1993-01-14,18.9641848893762
1993-01-15,18.8897115467559
1993-01-18,18.8150448238059
1993-01-19,18.7401854849145
1993-01-20,18.6651342964422
1993-01-21,18.589892026713
1993-01-22,18.5144594460073
1993-01-25,18.438837326554
1993-01-26,18.3630264425221
1993-01-27,18.287027570013
1993-01-28,18.2108414870528
1993-01-29,18.1344689735841
1993-02-01,18.0579108114579
1993-02-02,17.9811677844259
1993-02-03,17.9042406781323
1993-02-04,17.8271302801057
1993-02-05,17.7498373797512
1993-02-08,17.6723627683423
1993-02-09,17.5947072390125
1993-02-10,17.5168715867477
1993-02-11,17.4388566083776
1993-02-12,17.3606631025677
1993-02-16,17.2822918698113
1993-02-17,17.2037437124211
1993-02-18,17.1250194345209
1993-02-19,17.0461198420377
1993-02-22,16.967045742693
1993-02-23,16.8877979459952
1993-02-24,16.8083772632304
1993-02-25,16.728784507455
1993-02-26,16.6490204934868
1993-03-01,16.5690860378968
1993-03-02,16.4889819590008
1993-03-03,16.4087090768513
1993-03-04,16.3282682132289
1993-03-05,16.2476601916335
1993-03-08,16.1668858372768
1993-03-09,16.0859459770729
1993-03-10,16.0048414396303
1993-03-11,15.9235730552435
1993-03-12,15.8421416558843
1993-03-15,15.7605480751934
1993-03-16,15.6787931484715
1993-03-17,15.5968777126715
1993-03-18,15.5148026063891
1993-03-19,15.4325686698549
1993-03-22,15.3501767449252
1993-03-23,15.267627675074
1993-03-24,15.1849223053839
1993-03-25,15.1020614825374
1993-03-26,15.0190460548088
1993-03-29,14.9358768720549
1993-03-30,14.8525547857065
1993-03-31,14.7690806487599
1993-04-01,14.6854553157679
1993-04-02,14.6016796428312
1993-04-05,14.5177544875894
1993-04-06,14.4336807092127
1993-04-07,14.3494591683926
1993-04-08,14.2650907273333
1993-04-12,14.1805762497429
1993-04-13,14.0959166008246
1993-04-14,14.0111126472675
1993-04-15,13.9261652572385
1993-04-16,13.8410753003723
1993-04-19,13.7558436477636
1993-04-20,13.6704711719574
1993-04-21,13.5849587469405
1993-04-22,13.4993072481324
1993-04-23,13.4135175523761
1993-04-26,13.3275905379297
1993-04-27,13.241527084457
1993-04-28,13.1553280730184
1993-04-29,13.0689943860623
1993-04-30,12.9825269074155
1993-05-03,12.8959265222748
1993-05-04,12.8091941171975
1993-05-05,12.7223305800922
1993-05-06,12.6353368002104
1993-05-07,12.5482136681364
1993-05-10,12.4609620757793
1993-05-11,12.3735829163627
1993-05-12,12.2860770844167
1993-05-13,12.1984454757678
1993-05-14,12.1106889875302
1993-05-17,12.0228085180967
1993-05-18,11.9348049671292
1993-05-19,11.8466792355496
1993-05-20,11.7584322255306
1993-05-21,11.6700648404866
1993-05-24,11.5815779850642
1993-05-25,11.4929725651332
1993-05-26,11.4042494877769
1993-05-27,11.3154096612834
1993-05-28,11.2264539951359
1993-06-01,11.1373834000034
1993-06-02,11.0481987877316
1993-06-03,10.9589010713333
1993-06-04,10.8694911649793
1993-06-07,10.7799699839889
1993-06-08,10.6903384448205
1993-06-09,10.6005974650622
1993-06-10,10.5107479634228
1993-06-11,10.4207908597217
1993-06-14,10.3307270748802
1993-06-15,10.2405575309113
1993-06-16,10.1502831509112
1993-06-17,10.0599048590489
1993-06-18,9.9694235805575
1993-06-21,9.87884024172418
1993-06-22,9.7881557698811
1993-06-23,9.69737109339567
1993-06-24,9.60648714166115
1993-06-25,9.51550484508714
1993-06-28,9.42442513508998
1993-06-29,9.33324894408332
1993-06-30,9.24197720546847
1993-07-01,9.15061085362492
1993-07-02,9.05915082390073
1993-07-06,8.967598052603
1993-07-07,8.87595347698822
1993-07-08,8.78421803525275
1993-07-09,8.69239266652313
1993-07-12,8.60047831084657
1993-07-13,8.50847590918122
1993-07-14,8.41638640338662
1993-07-15,8.32421073621399
1993-07-16,8.23194985129666
1993-07-19,8.13960469314031
1993-07-20,8.0471762071134
1993-07-21,7.95466533943741
1993-07-22,7.86207303717722
1993-07-23,7.76940024823134
1993-07-26,7.67664792132231
1993-07-27,7.58381700598686
1993-07-28,7.49090845256632
1993-07-29,7.39792321219676
1993-07-30,7.3048622367994
1993-08-02,7.2117264790707
1993-08-03,7.11851689247276
1993-08-04,7.02523443122345
1993-08-05,6.93188005028671
1993-08-06,6.83845470536272
1993-08-09,6.74495935287816
1993-08-10,6.65139494997639
1993-08-11,6.55776245450769
1993-08-12,6.46406282501936
1993-08-13,6.37029702074607
1993-08-16,6.27646600159986
1993-08-17,6.18257072816042
1993-08-18,6.08861216166528
1993-08-19,5.99459126399983
1993-08-20,5.90050899768767
1993-08-23,5.80636632588056
1993-08-24,5.71216421234873
1993-08-25,5.61790362147085
1993-08-26,5.52358551822433
1993-08-27,5.42921086817528
1993-08-30,5.33478063746876
1993-08-31,5.24029579281877
1993-09-01,5.14575730149846
1993-09-02,5.05116613133015
1993-09-03,4.95652325067547
1993-09-07,4.86182962842539
1993-09-08,4.7670862339904
1993-09-09,4.67229403729046
1993-09-10,4.5774540087452
1993-09-13,4.48256711926386
1993-09-14,4.38763434023545
1993-09-15,4.29265664351874
