"symbol","date","open","high","low","close","volume","adjusted"
"EURUSD=X",2004-04-19,1.201995,1.207802,1.200293,1.200696,0,1.200696
"EURUSD=X",2004-04-20,1.198796,1.201995,1.182802,1.184806,0,1.184806
"EURUSD=X",2004-04-21,1.184806,1.191199,1.182103,1.181,0,1.181
"EURUSD=X",2004-04-22,1.180693,1.193104,1.179106,1.192506,0,1.192506
"EURUSD=X",2004-04-23,1.192293,1.193902,1.180206,1.185003,0,1.185003
"EURUSD=X",2004-04-26,1.180094,1.188693,1.176498,1.186197,0,1.186197
"EURUSD=X",2004-04-27,1.186296,1.1946,1.183698,1.192905,0,1.192905
"EURUSD=X",2004-04-28,1.193104,1.194401,1.182802,1.184301,0,1.184301
"EURUSD=X",2004-04-29,1.184301,1.198495,1.180805,1.196001,0,1.196001
"EURUSD=X",2004-04-30,1.1959,1.200495,1.192905,1.198294,0,1.198294
"EURUSD=X",2004-05-03,1.1994,1.199803,1.192506,1.193602,0,1.193602
"EURUSD=X",2004-05-04,1.193602,1.211695,1.193503,1.210507,0,1.210507
"EURUSD=X",2004-05-05,1.210507,1.217804,1.2102,1.215894,0,1.215894
"EURUSD=X",2004-05-06,1.215894,1.217493,1.206899,1.2077,0,1.2077
"EURUSD=X",2004-05-07,1.207802,1.208693,1.187493,1.188001,0,1.188001
"EURUSD=X",2004-05-10,1.189499,1.189499,1.1816,1.184596,0,1.184596
"EURUSD=X",2004-05-11,1.184596,1.189103,1.179607,1.188199,0,1.188199
"EURUSD=X",2004-05-12,1.188001,1.194101,1.183796,1.190505,0,1.190505
"EURUSD=X",2004-05-13,1.190703,1.193104,1.177995,1.180401,0,1.180401
"EURUSD=X",2004-05-14,1.180401,1.1894,1.178898,1.188199,0,1.188199
"EURUSD=X",2004-05-17,1.189499,1.205894,1.188199,1.202501,0,1.202501
"EURUSD=X",2004-05-18,1.2024,1.203804,1.193602,1.194501,0,1.194501
"EURUSD=X",2004-05-19,1.194401,1.203905,1.194401,1.200394,0,1.200394
"EURUSD=X",2004-05-20,1.200394,1.201403,1.190094,1.1957,0,1.1957
"EURUSD=X",2004-05-21,1.1959,1.206797,1.1957,1.202805,0,1.202805
"EURUSD=X",2004-05-24,1.200106,1.202501,1.193902,1.199904,0,1.199904
"EURUSD=X",2004-05-25,1.199803,1.212606,1.198796,1.210097,0,1.210097
"EURUSD=X",2004-05-26,1.210097,1.214005,1.208795,1.211094,0,1.211094
"EURUSD=X",2004-05-27,1.211006,1.228607,1.209307,1.227596,0,1.227596
"EURUSD=X",2004-05-28,1.227295,1.229407,1.220703,1.221807,0,1.221807
"EURUSD=X",2004-05-31,1.224005,1.2245,1.218205,1.219899,0,1.219899
"EURUSD=X",2004-06-01,1.219899,1.226497,1.215998,1.2245,0,1.2245
"EURUSD=X",2004-06-02,1.224605,1.230497,1.221001,1.221896,0,1.221896
"EURUSD=X",2004-06-03,1.221896,1.225205,1.217597,1.222105,0,1.222105
"EURUSD=X",2004-06-04,1.221896,1.229997,1.218606,1.227506,0,1.227506
"EURUSD=X",2004-06-07,1.2318,1.234004,1.230906,1.2318,0,1.2318
"EURUSD=X",2004-06-08,1.232407,1.234995,1.224995,1.226106,0,1.226106
"EURUSD=X",2004-06-09,1.226196,1.227506,1.202805,1.204297,0,1.204297
"EURUSD=X",2004-06-10,1.2045,1.211607,1.203297,1.210903,0,1.210903
"EURUSD=X",2004-06-11,1.210507,1.211094,1.197103,1.201504,0,1.201504
"EURUSD=X",2004-06-14,1.196802,1.208795,1.1957,1.2062,0,1.2062
"EURUSD=X",2004-06-15,1.205807,1.217093,1.203398,1.216604,0,1.216604
"EURUSD=X",2004-06-16,1.216604,1.216797,1.198696,1.200696,0,1.200696
"EURUSD=X",2004-06-17,1.200495,1.207598,1.199702,1.203398,0,1.203398
"EURUSD=X",2004-06-18,1.203297,1.214904,1.197806,1.214506,0,1.214506
"EURUSD=X",2004-06-21,1.213799,1.214595,1.208094,1.212606,0,1.212606
"EURUSD=X",2004-06-22,1.212503,1.213195,1.207001,1.212195,0,1.212195
"EURUSD=X",2004-06-23,1.212106,1.219007,1.207307,1.208605,0,1.208605
"EURUSD=X",2004-06-24,1.208795,1.219007,1.204602,1.217404,0,1.217404
"EURUSD=X",2004-06-25,1.217093,1.220301,1.211299,1.220301,0,1.220301
"EURUSD=X",2004-06-28,1.217493,1.222703,1.212797,1.218695,0,1.218695
"EURUSD=X",2004-06-29,1.218695,1.219096,1.207496,1.209804,0,1.209804
"EURUSD=X",2004-06-30,1.209497,1.220301,1.206797,1.218398,0,1.218398
"EURUSD=X",2004-07-01,1.218294,1.220807,1.213902,1.216205,0,1.216205
"EURUSD=X",2004-07-02,1.216205,1.233,1.214904,1.231103,0,1.231103
"EURUSD=X",2004-07-05,1.233,1.233198,1.227506,1.229997,0,1.229997
"EURUSD=X",2004-07-06,1.229997,1.232894,1.227099,1.228501,0,1.228501
"EURUSD=X",2004-07-07,1.228396,1.238804,1.227807,1.237103,0,1.237103
"EURUSD=X",2004-07-08,1.236996,1.240295,1.234294,1.239495,0,1.239495
"EURUSD=X",2004-07-09,1.239695,1.242406,1.237394,1.241897,0,1.241897
"EURUSD=X",2004-07-12,1.241203,1.243595,1.238697,1.240803,0,1.240803
"EURUSD=X",2004-07-13,1.240402,1.241203,1.230406,1.233304,0,1.233304
"EURUSD=X",2004-07-14,1.233304,1.242005,1.232499,1.238497,0,1.238497
"EURUSD=X",2004-07-15,1.238497,1.239203,1.233502,1.235605,0,1.235605
"EURUSD=X",2004-07-16,1.235804,1.245997,1.233304,1.245594,0,1.245594
"EURUSD=X",2004-07-19,1.245501,1.246401,1.240495,1.243998,0,1.243998
"EURUSD=X",2004-07-20,1.243797,1.245594,1.230996,1.233395,0,1.233395
"EURUSD=X",2004-07-21,1.233502,1.234903,1.221493,1.226302,0,1.226302
"EURUSD=X",2004-07-22,1.226106,1.228999,1.2239,1.225595,0,1.225595
"EURUSD=X",2004-07-23,1.225806,1.226693,1.209204,1.209599,0,1.209599
"EURUSD=X",2004-07-26,1.2108,1.217004,1.209307,1.213902,0,1.213902
"EURUSD=X",2004-07-27,1.214196,1.219007,1.204007,1.206404,0,1.206404
"EURUSD=X",2004-07-28,1.206302,1.207904,1.200999,1.204398,0,1.204398
"EURUSD=X",2004-07-29,1.204602,1.209497,1.199803,1.203804,0,1.203804
"EURUSD=X",2004-07-30,1.203804,1.211607,1.200495,1.201605,0,1.201605
"EURUSD=X",2004-08-02,1.204195,1.209395,1.201995,1.202198,0,1.202198
"EURUSD=X",2004-08-03,1.202198,1.207802,1.200206,1.205298,0,1.205298
"EURUSD=X",2004-08-04,1.205298,1.206593,1.197504,1.205996,0,1.205996
"EURUSD=X",2004-08-05,1.205894,1.207496,1.202993,1.205197,0,1.205197
"EURUSD=X",2004-08-06,1.205705,1.2308,1.204906,1.2308,0,1.2308
"EURUSD=X",2004-08-09,1.226994,1.229105,1.2251,1.227295,0,1.227295
"EURUSD=X",2004-08-10,1.227807,1.231997,1.222404,1.223601,0,1.223601
"EURUSD=X",2004-08-11,1.223795,1.2248,1.219899,1.222195,0,1.222195
"EURUSD=X",2004-08-12,1.222195,1.229105,1.221896,1.2239,0,1.2239
"EURUSD=X",2004-08-13,1.224005,1.2379,1.218502,1.237593,0,1.237593
"EURUSD=X",2004-08-16,1.238099,1.238099,1.232499,1.235895,0,1.235895
"EURUSD=X",2004-08-17,1.235804,1.2379,1.231694,1.234507,0,1.234507
"EURUSD=X",2004-08-18,1.234797,1.236507,1.229302,1.234004,0,1.234004
"EURUSD=X",2004-08-19,1.234096,1.2379,1.233593,1.237195,0,1.237195
"EURUSD=X",2004-08-20,1.237302,1.238497,1.228501,1.232195,0,1.232195
"EURUSD=X",2004-08-23,1.2308,1.2318,1.213401,1.2152,0,1.2152
"EURUSD=X",2004-08-24,1.215096,1.216693,1.206695,1.208196,0,1.208196
"EURUSD=X",2004-08-25,1.208094,1.211299,1.205705,1.208605,0,1.208605
"EURUSD=X",2004-08-26,1.208401,1.211402,1.205604,1.209907,0,1.209907
"EURUSD=X",2004-08-27,1.209907,1.213695,1.200898,1.201995,0,1.201995
"EURUSD=X",2004-08-30,1.201706,1.206695,1.199199,1.204906,0,1.204906
"EURUSD=X",2004-08-31,1.204906,1.219393,1.204703,1.217804,0,1.217804
"EURUSD=X",2004-09-01,1.2177,1.222105,1.2152,1.219007,0,1.219007
"EURUSD=X",2004-09-02,1.2192,1.220107,1.214506,1.2173,0,1.2173
"EURUSD=X",2004-09-03,1.217493,1.218294,1.204602,1.205502,0,1.205502
"EURUSD=X",2004-09-06,1.206302,1.208299,1.205197,1.206593,0,1.206593
"EURUSD=X",2004-09-07,1.206797,1.211299,1.205705,1.209907,0,1.209907
"EURUSD=X",2004-09-08,1.209907,1.219393,1.203297,1.218903,0,1.218903
"EURUSD=X",2004-09-09,1.219096,1.2245,1.216293,1.2242,0,1.2242
"EURUSD=X",2004-09-10,1.224395,1.230603,1.220599,1.227295,0,1.227295
"EURUSD=X",2004-09-13,1.228305,1.228894,1.222703,1.226407,0,1.226407
"EURUSD=X",2004-09-14,1.226497,1.229498,1.223002,1.226001,0,1.226001
"EURUSD=X",2004-09-15,1.226106,1.226302,1.213902,1.215702,0,1.215702
"EURUSD=X",2004-09-16,1.215702,1.219795,1.212503,1.219007,0,1.219007
"EURUSD=X",2004-09-17,1.218903,1.222404,1.216293,1.218205,0,1.218205
"EURUSD=X",2004-09-20,1.217493,1.218205,1.2129,1.217404,0,1.217404
"EURUSD=X",2004-09-21,1.217196,1.234507,1.217196,1.232894,0,1.232894
"EURUSD=X",2004-09-22,1.232894,1.233198,1.223301,1.226693,0,1.226693
"EURUSD=X",2004-09-23,1.226603,1.233395,1.226001,1.227205,0,1.227205
"EURUSD=X",2004-09-24,1.227205,1.235697,1.2248,1.227596,0,1.227596
"EURUSD=X",2004-09-27,1.228607,1.231497,1.225295,1.2308,0,1.2308
"EURUSD=X",2004-09-28,1.230693,1.234903,1.228501,1.232104,0,1.232104
"EURUSD=X",2004-09-29,1.231906,1.234202,1.229997,1.2337,0,1.2337
"EURUSD=X",2004-09-30,1.233806,1.2444,1.232104,1.243394,0,1.243394
"EURUSD=X",2004-10-01,1.243503,1.243797,1.238896,1.241496,0,1.241496
"EURUSD=X",2004-10-04,1.240202,1.240202,1.226407,1.228999,0,1.228999
"EURUSD=X",2004-10-05,1.229105,1.233106,1.226798,1.231603,0,1.231603
"EURUSD=X",2004-10-06,1.231603,1.232407,1.226001,1.228094,0,1.228094
"EURUSD=X",2004-10-07,1.228199,1.2313,1.227702,1.229906,0,1.229906
"EURUSD=X",2004-10-08,1.230194,1.243503,1.228894,1.241003,0,1.241003
"EURUSD=X",2004-10-11,1.241203,1.241604,1.237394,1.238405,0,1.238405
"EURUSD=X",2004-10-12,1.238405,1.238697,1.229302,1.232104,0,1.232104
"EURUSD=X",2004-10-13,1.232104,1.235193,1.223496,1.234903,0,1.234903
"EURUSD=X",2004-10-14,1.234797,1.241604,1.232696,1.238896,0,1.238896
"EURUSD=X",2004-10-15,1.239096,1.25,1.238206,1.247894,0,1.247894
"EURUSD=X",2004-10-18,1.248299,1.2534,1.246494,1.248907,0,1.248907
"EURUSD=X",2004-10-19,1.248798,1.252693,1.245501,1.251894,0,1.251894
"EURUSD=X",2004-10-20,1.251204,1.262993,1.250094,1.257893,0,1.257893
"EURUSD=X",2004-10-21,1.258004,1.265006,1.257498,1.262005,0,1.262005
"EURUSD=X",2004-10-22,1.2621,1.269406,1.260398,1.2691,0,1.2691
"EURUSD=X",2004-10-25,1.272993,1.283005,1.272799,1.281099,0,1.281099
"EURUSD=X",2004-10-26,1.281,1.284307,1.273399,1.276503,0,1.276503
"EURUSD=X",2004-10-27,1.276503,1.280902,1.269906,1.2706,0,1.2706
"EURUSD=X",2004-10-28,NA,NA,NA,NA,NA,NA
"EURUSD=X",2004-10-29,1.270793,1.279803,1.266207,1.279198,0,1.279198
"EURUSD=X",2004-11-01,1.282808,1.282808,1.272103,1.2746,0,1.2746
"EURUSD=X",2004-11-02,1.274697,1.275006,1.267106,1.272006,0,1.272006
"EURUSD=X",2004-11-03,1.271892,1.283203,1.266592,1.282495,0,1.282495
"EURUSD=X",2004-11-04,1.282199,1.289407,1.279705,1.2873,0,1.2873
"EURUSD=X",2004-11-05,1.2873,1.297993,1.278494,1.296697,0,1.296697
"EURUSD=X",2004-11-08,1.296395,1.298802,1.291005,1.290806,0,1.290806
"EURUSD=X",2004-11-09,1.291005,1.293795,1.288793,1.289907,0,1.289907
"EURUSD=X",2004-11-10,1.290006,1.298398,1.286207,1.288593,0,1.288593
"EURUSD=X",2004-11-11,1.288394,1.292107,1.286306,1.291005,0,1.291005
"EURUSD=X",2004-11-12,1.290806,1.298904,1.288593,1.297,0,1.297
"EURUSD=X",2004-11-15,1.299005,1.2999,1.292207,1.293996,0,1.293996
"EURUSD=X",2004-11-16,1.293695,1.299207,1.292307,1.296193,0,1.296193
"EURUSD=X",2004-11-17,1.296092,1.304904,1.295505,1.303798,0,1.303798
"EURUSD=X",2004-11-18,1.303798,1.307292,1.294398,1.294901,0,1.294901
"EURUSD=X",2004-11-19,1.2948,1.306404,1.294197,1.3039,0,1.3039
"EURUSD=X",2004-11-22,1.302592,1.305193,1.301693,1.304002,0,1.304002
"EURUSD=X",2004-11-23,1.304206,1.310307,1.297993,1.309706,0,1.309706
"EURUSD=X",2004-11-24,1.309998,1.319105,1.308695,1.317801,0,1.317801
"EURUSD=X",2004-11-25,1.318096,1.328304,1.316708,1.325803,0,1.325803
"EURUSD=X",2004-11-26,1.325697,1.332907,1.319906,1.329504,0,1.329504
"EURUSD=X",2004-11-29,1.327193,1.3303,1.323399,1.326506,0,1.326506
"EURUSD=X",2004-11-30,1.326295,1.332907,1.323907,1.329805,0,1.329805
"EURUSD=X",2004-12-01,1.329805,1.335702,1.328392,1.334597,0,1.334597
"EURUSD=X",2004-12-02,1.334793,1.337793,1.324802,1.326102,0,1.326102
"EURUSD=X",2004-12-03,1.326295,1.346602,1.325908,1.346602,0,1.346602
"EURUSD=X",2004-12-06,1.345008,1.345696,1.339208,1.339603,0,1.339603
"EURUSD=X",2004-12-07,1.339495,1.347001,1.339405,1.343093,0,1.343093
"EURUSD=X",2004-12-08,1.343292,1.343292,1.321999,1.334508,0,1.334508
"EURUSD=X",2004-12-09,1.334597,1.335898,1.325803,1.330406,0,1.330406
"EURUSD=X",2004-12-10,1.330194,1.330406,1.314994,1.321598,0,1.321598
"EURUSD=X",2004-12-13,1.322297,1.332694,1.322104,1.332001,0,1.332001
"EURUSD=X",2004-12-14,1.332108,1.3328,1.326401,1.330902,0,1.330902
"EURUSD=X",2004-12-15,1.330796,1.343797,1.326506,1.340393,0,1.340393
"EURUSD=X",2004-12-16,1.340195,1.343003,1.321301,1.3251,0,1.3251
"EURUSD=X",2004-12-17,1.325399,1.332001,1.323206,1.331292,0,1.331292
"EURUSD=X",2004-12-20,1.331097,1.340896,1.330106,1.339208,0,1.339208
"EURUSD=X",2004-12-21,1.339405,1.341004,1.335791,1.336898,0,1.336898
"EURUSD=X",2004-12-22,1.336898,1.340303,1.334793,1.3391,0,1.3391
"EURUSD=X",2004-12-23,1.3391,1.351808,1.338401,1.351205,0,1.351205
"EURUSD=X",2004-12-24,1.351406,1.354793,1.349,1.353803,0,1.353803
"EURUSD=X",2004-12-27,1.352795,1.364201,1.351899,1.362398,0,1.362398
"EURUSD=X",2004-12-28,1.362194,1.364592,1.359398,1.359398,0,1.359398
"EURUSD=X",2004-12-29,1.359508,1.364498,1.356392,1.360692,0,1.360692
"EURUSD=X",2004-12-30,1.3606,1.366008,1.358105,1.362806,0,1.362806
"EURUSD=X",2004-12-31,1.362992,1.366195,1.352192,1.356502,0,1.356502
"EURUSD=X",2005-01-03,1.358105,1.358105,1.340195,1.347001,0,1.347001
"EURUSD=X",2005-01-04,1.347001,1.349601,1.326102,1.328198,0,1.328198
"EURUSD=X",2005-01-05,1.328304,1.3303,1.322297,1.328004,0,1.328004
"EURUSD=X",2005-01-06,1.327898,1.327898,1.316396,1.318305,0,1.318305
"EURUSD=X",2005-01-07,1.3182,1.324802,1.302999,1.306097,0,1.306097
"EURUSD=X",2005-01-10,1.3076,1.311992,1.306404,1.310994,0,1.310994
"EURUSD=X",2005-01-11,1.311407,1.317107,1.310496,1.311699,0,1.311699
"EURUSD=X",2005-01-12,1.311407,1.329098,1.308695,1.325592,0,1.325592
"EURUSD=X",2005-01-13,1.325908,1.326594,1.320306,1.321109,0,1.321109
"EURUSD=X",2005-01-14,1.321196,1.321196,1.306797,1.309895,0,1.309895
"EURUSD=X",2005-01-17,1.309998,1.312905,1.304104,1.305108,0,1.305108
"EURUSD=X",2005-01-18,1.304904,1.307292,1.300306,1.301795,0,1.301795
"EURUSD=X",2005-01-19,1.301795,1.311407,1.297101,1.300306,0,1.300306
"EURUSD=X",2005-01-20,1.300204,1.302406,1.293193,1.296294,0,1.296294
"EURUSD=X",2005-01-21,1.296193,1.306797,1.293594,1.2999,0,1.2999
"EURUSD=X",2005-01-24,1.304206,1.309603,1.303492,1.3039,0,1.3039
"EURUSD=X",2005-01-25,1.3039,1.3076,1.295404,1.297101,0,1.297101
"EURUSD=X",2005-01-26,1.297202,1.310307,1.296899,1.307805,0,1.307805
"EURUSD=X",2005-01-27,1.307908,1.312095,1.301507,1.304104,0,1.304104
"EURUSD=X",2005-01-28,1.304308,1.307805,1.299596,1.304495,0,1.304495
"EURUSD=X",2005-01-31,1.302406,1.306097,1.297993,1.305193,0,1.305193
"EURUSD=X",2005-02-01,1.305006,1.306592,1.300407,1.3039,0,1.3039
"EURUSD=X",2005-02-02,1.305108,1.309397,1.301406,1.303203,0,1.303203
"EURUSD=X",2005-02-03,1.303492,1.303798,1.2948,1.297202,0,1.297202
"EURUSD=X",2005-02-04,1.297101,1.303203,1.285595,1.285793,0,1.285793
"EURUSD=X",2005-02-07,1.285595,1.286505,1.274096,1.276406,0,1.276406
"EURUSD=X",2005-02-08,1.276406,1.279607,1.273707,1.276992,0,1.276992
"EURUSD=X",2005-02-09,1.276797,1.281706,1.274502,1.281296,0,1.281296
"EURUSD=X",2005-02-10,1.281,1.290406,1.275201,1.287598,0,1.287598
"EURUSD=X",2005-02-11,1.287797,1.289707,1.285298,1.285694,0,1.285694
"EURUSD=X",2005-02-14,1.288892,1.298802,1.288593,1.297303,0,1.297303
"EURUSD=X",2005-02-15,1.297202,1.304802,1.295605,1.301693,0,1.301693
"EURUSD=X",2005-02-16,1.301406,1.305193,1.296798,1.302304,0,1.302304
"EURUSD=X",2005-02-17,1.302507,1.309003,1.301998,1.307497,0,1.307497
"EURUSD=X",2005-02-18,1.307497,1.308404,1.302592,1.306899,0,1.306899
"EURUSD=X",2005-02-21,1.307207,1.307805,1.303696,1.306404,0,1.306404
"EURUSD=X",2005-02-22,1.306506,1.326805,1.305807,1.326102,0,1.326102
"EURUSD=X",2005-02-23,1.325803,1.327299,1.319192,1.320306,0,1.320306
"EURUSD=X",2005-02-24,1.320202,1.326999,1.3182,1.318305,0,1.318305
