,0
1750-08-17,1094.3
1750-08-18,1098.9
1750-08-19,1099.0
1750-08-20,1101.5
1750-08-21,1111.4
1750-08-22,1114.1
1750-08-23,1112.8
1750-08-24,1116.4
1750-08-25,1117.3
1750-08-26,1115.0
1750-08-27,1113.1
1750-08-28,1114.6
1750-08-29,1118.2
1750-08-30,1117.8
1750-08-31,1116.3
1750-09-01,1116.0
1750-09-02,1115.9
1750-09-03,1114.9
1750-09-04,1117.5
1750-09-05,1116.3
1750-09-06,1115.7
1750-09-07,1119.4
1750-09-08,1118.6
1750-09-09,1119.8
1750-09-10,1120.1
1750-09-11,1111.6
1750-09-12,1106.9
1750-09-13,1107.5
1750-09-14,1125.3
1750-09-15,1126.1
1750-09-16,1124.2
1750-09-17,1122.1
1750-09-18,1126.7
1750-09-19,1118.5
1750-09-20,1118.5
1750-09-21,1119.9
1750-09-22,1116.0
1750-09-23,1117.5
1750-09-24,1115.3
1750-09-25,1114.5
1750-09-26,1117.7
1750-09-27,1109.1
1750-09-28,1107.7
1750-09-29,1106.6
1750-09-30,1104.6
1750-10-01,1109.9
1750-10-02,1108.7
1750-10-03,1108.7
1750-10-04,1106.4
1750-10-05,1113.9
1750-10-06,1112.2
1750-10-07,1112.3
1750-10-08,1117.7
1750-10-09,1118.5
1750-10-10,1119.5
1750-10-11,1117.4
1750-10-12,1117.0
1750-10-13,1112.5
1750-10-14,1136.2
1750-10-15,1130.8
1750-10-16,1127.2
1750-10-17,1118.5
1750-10-18,1115.2
1750-10-19,1116.5
1750-10-20,1119.2
1750-10-21,1116.8
1750-10-22,1115.8
1750-10-23,1114.7
1750-10-24,1117.4
1750-10-25,1116.6
1750-10-26,1115.4
1750-10-27,1109.5
1750-10-28,1088.6
1750-10-29,1090.0
1750-10-30,1078.4
1750-10-31,1091.6
1750-11-01,1096.3
1750-11-02,1200.3
1750-11-03,1199.6
1750-11-04,1192.8
1750-11-05,1192.7
1750-11-06,1203.9
1750-11-07,1199.6
1750-11-08,1209.2
1750-11-09,1206.0
1750-11-10,1206.7
1750-11-11,1210.7
1750-11-12,1204.0
1750-11-13,1193.6
1750-11-14,1196.5
1750-11-15,1197.2
1750-11-16,1194.3
1750-11-17,1197.5
1750-11-18,1192.2
1750-11-19,1194.7
1750-11-20,1192.8
1750-11-21,1203.0
1750-11-22,1213.6
1750-11-23,1209.6
1750-11-24,1209.5
1750-11-25,1205.2
1750-11-26,1193.8
1750-11-27,1192.6
1750-11-28,1203.4
1750-11-29,1210.5
1750-11-30,1199.9
1750-12-01,1203.4
1750-12-02,1211.7
1750-12-03,1206.0
1750-12-04,1211.0
1750-12-05,1214.9
1750-12-06,1211.0
1750-12-07,1213.5
1750-12-08,1214.0
1750-12-09,1209.9
1750-12-10,1212.8
1750-12-11,1216.0
1750-12-12,1232.4
1750-12-13,1255.6
1750-12-14,1253.1
1750-12-15,1256.1
1750-12-16,1251.4
1750-12-17,1259.9
1750-12-18,1258.5
1750-12-19,1262.5
1750-12-20,1261.7
1750-12-21,1269.9
1750-12-22,1259.5
1750-12-23,1233.2
1750-12-24,1234.4
1750-12-25,1236.9
1750-12-26,1235.2
1750-12-27,1262.2
1750-12-28,1249.4
1750-12-29,1252.1
1750-12-30,1251.8
1750-12-31,1258.4
1751-01-01,1252.2
1751-01-02,1252.9
1751-01-03,1250.1
1751-01-04,1257.1
1751-01-05,1258.0
1751-01-06,1257.4
1751-01-07,1254.7
1751-01-08,1253.7
1751-01-09,1253.4
1751-01-10,1249.9
1751-01-11,1256.3
1751-01-12,1253.7
1751-01-13,1255.1
1751-01-14,1258.8
1751-01-15,1264.8
1751-01-16,1258.4
1751-01-17,1256.6
1751-01-18,1255.6
1751-01-19,1258.3
1751-01-20,1258.6
1751-01-21,1260.3
1751-01-22,1264.9
1751-01-23,1266.7
1751-01-24,1270.2
1751-01-25,1272.6
1751-01-26,1263.7
1751-01-27,1267.3
1751-01-28,1265.8
1751-01-29,1262.6
1751-01-30,1261.6
1751-01-31,1265.6
1751-02-01,1263.9
1751-02-02,1264.5
1751-02-03,1268.2
1751-02-04,1264.8
1751-02-05,1264.9
1751-02-06,1262.2
1751-02-07,1265.7
1751-02-08,1267.0
1751-02-09,1271.8
1751-02-10,1274.3
1751-02-11,1274.5
1751-02-12,1282.7
1751-02-13,1282.7
1751-02-14,1284.8
1751-02-15,1293.4
1751-02-16,1296.7
1751-02-17,1305.0
1751-02-18,1319.8
1751-02-19,1327.8
1751-02-20,1323.9
1751-02-21,1325.4
1751-02-22,1331.7
1751-02-23,1330.6
1751-02-24,1328.0
1751-02-25,1326.6
1751-02-26,1327.5
1751-02-27,1331.6
1751-02-28,1327.7
1751-03-01,1330.9
1751-03-02,1326.6
1751-03-03,1331.3
1751-03-04,1337.1
1751-03-05,1339.2
1751-03-06,1345.0
1751-03-07,1334.7
1751-03-08,1341.3
1751-03-09,1346.8
1751-03-10,1348.7
1751-03-11,1351.6
1751-03-12,1349.7
1751-03-13,1349.7
1751-03-14,1348.9
1751-03-15,1332.3
1751-03-16,1323.4
1751-03-17,1326.5
1751-03-18,1330.7
1751-03-19,1329.9
1751-03-20,1323.3
1751-03-21,1325.0
1751-03-22,1333.0
1751-03-23,1332.1
1751-03-24,1337.4
1751-03-25,1341.4
1751-03-26,1338.8
1751-03-27,1336.1
1751-03-28,1340.6
1751-03-29,1341.9
1751-03-30,1340.9
1751-03-31,1342.1
1751-04-01,1340.1
1751-04-02,1343.2
1751-04-03,1338.4
1751-04-04,1341.4
1751-04-05,1339.9
1751-04-06,1330.0
1751-04-07,1334.5
1751-04-08,1337.6
1751-04-09,1334.2
1751-04-10,1345.5
1751-04-11,1346.1
1751-04-12,1345.7
1751-04-13,1353.5
1751-04-14,1356.2
1751-04-15,1352.2
1751-04-16,1352.8
1751-04-17,1351.6
1751-04-18,1356.6
1751-04-19,1353.6
1751-04-20,1355.0
1751-04-21,1358.5
1751-04-22,1350.3
1751-04-23,1354.2
1751-04-24,1353.1
1751-04-25,1360.6
1751-04-26,1357.4
1751-04-27,1356.2
1751-04-28,1359.7
1751-04-29,1357.0
1751-04-30,1363.2
1751-05-01,1368.8
1751-05-02,1371.9
1751-05-03,1375.8
1751-05-04,1382.1
1751-05-05,1378.6
1751-05-06,1378.3
1751-05-07,1378.1
1751-05-08,1383.2
1751-05-09,1386.5
1751-05-10,1389.6
1751-05-11,1391.1
1751-05-12,1397.4
1751-05-13,1399.8
1751-05-14,1392.1
1751-05-15,1389.9
1751-05-16,1388.5
1751-05-17,1395.1
1751-05-18,1394.5
1751-05-19,1398.1
1751-05-20,1394.3
1751-05-21,1395.5
1751-05-22,1394.7
1751-05-23,1395.8
1751-05-24,1397.0
1751-05-25,1402.5
1751-05-26,1399.4
1751-05-27,1393.0
1751-05-28,1395.9
1751-05-29,1392.1
1751-05-30,1392.2
1751-05-31,1402.1
1751-06-01,1404.2
1751-06-02,1413.8
1751-06-03,1418.3
1751-06-04,1423.6
1751-06-05,1431.3
1751-06-06,1435.7
1751-06-07,1433.9
1751-06-08,1441.6
1751-06-09,1441.6
1751-06-10,1450.6
1751-06-11,1454.7
1751-06-12,1450.0
1751-06-13,1453.1
1751-06-14,1452.6
1751-06-15,1450.5
1751-06-16,1445.9
1751-06-17,1442.3
1751-06-18,1445.7
1751-06-19,1450.2
1751-06-20,1447.7
1751-06-21,1444.9
1751-06-22,1448.0
1751-06-23,1446.1
1751-06-24,1446.5
1751-06-25,1446.9
1751-06-26,1437.4
1751-06-27,1439.0
1751-06-28,1439.1
1751-06-29,1441.0
1751-06-30,1442.4
1751-07-01,1436.1
1751-07-02,1438.0
1751-07-03,1437.7
1751-07-04,1446.2
1751-07-05,1454.3
1751-07-06,1450.9
1751-07-07,1452.4
1751-07-08,1451.0
1751-07-09,1459.0
1751-07-10,1456.2
1751-07-11,1460.9
1751-07-12,1461.9
1751-07-13,1459.8
1751-07-14,1459.1
1751-07-15,1458.2
1751-07-16,1462.0
1751-07-17,1459.7
1751-07-18,1463.1
1751-07-19,1466.5
1751-07-20,1463.0
1751-07-21,1463.3
1751-07-22,1468.8
1751-07-23,1471.1
1751-07-24,1467.2
1751-07-25,1470.4
1751-07-26,1469.1
1751-07-27,1470.8
1751-07-28,1471.7
1751-07-29,1471.1
1751-07-30,1473.5
1751-07-31,1482.1
1751-08-01,1485.6
1751-08-02,1484.9
1751-08-03,1489.1
1751-08-04,1490.2
1751-08-05,1490.2
1751-08-06,1490.8
1751-08-07,1487.6
1751-08-08,1495.7
1751-08-09,1495.9
1751-08-10,1497.6
1751-08-11,1502.8
1751-08-12,1507.2
1751-08-13,1502.1
1751-08-14,1508.9
1751-08-15,1512.8
1751-08-16,1511.0
1751-08-17,1508.9
1751-08-18,1509.6
1751-08-19,1510.9
1751-08-20,1509.1
1751-08-21,1509.0
1751-08-22,1517.8
1751-08-23,1518.7
1751-08-24,1518.9
1751-08-25,1522.2
1751-08-26,1519.4
1751-08-27,1522.8
1751-08-28,1523.9
1751-08-29,1526.3
1751-08-30,1528.1
1751-08-31,1526.6
1751-09-01,1530.0
1751-09-02,1530.2
1751-09-03,1523.5
1751-09-04,1525.4
1751-09-05,1518.4
1751-09-06,1520.3
1751-09-07,1523.7
1751-09-08,1524.7
1751-09-09,1525.2
1751-09-10,1530.4
1751-09-11,1530.5
1751-09-12,1531.3
1751-09-13,1532.3
1751-09-14,1527.0
1751-09-15,1523.6
1751-09-16,1521.0
1751-09-17,1522.4
1751-09-18,1528.3
1751-09-19,1530.1
1751-09-20,1535.2
1751-09-21,1534.8
1751-09-22,1533.4
1751-09-23,1535.1
1751-09-24,1530.5
1751-09-25,1532.0
1751-09-26,1534.1
1751-09-27,1535.8
1751-09-28,1532.6
1751-09-29,1536.7
1751-09-30,1539.2
1751-10-01,1538.6
1751-10-02,1539.2
1751-10-03,1541.4
1751-10-04,1538.7
1751-10-05,1541.4
1751-10-06,1534.4
1751-10-07,1523.3
1751-10-08,1526.5
1751-10-09,1526.8
1751-10-10,1526.9
1751-10-11,1523.4
1751-10-12,1526.3
1751-10-13,1528.4
1751-10-14,1524.3
1751-10-15,1528.1
1751-10-16,1526.2
1751-10-17,1519.7
1751-10-18,1524.8
1751-10-19,1530.3
1751-10-20,1528.9
1751-10-21,1535.6
1751-10-22,1536.1
1751-10-23,1540.6
1751-10-24,1534.8
1751-10-25,1533.5
1751-10-26,1535.9
1751-10-27,1542.3
1751-10-28,1544.3
1751-10-29,1544.6
1751-10-30,1542.9
1751-10-31,1545.7
1751-11-01,1548.2
1751-11-02,1541.7
1751-11-03,1539.6
1751-11-04,1544.2
1751-11-05,1544.7
1751-11-06,1546.5
1751-11-07,1547.1
1751-11-08,1550.3
1751-11-09,1549.2
1751-11-10,1549.4
1751-11-11,1551.9
1751-11-12,1556.6
1751-11-13,1564.1
1751-11-14,1570.5
1751-11-15,1570.4
1751-11-16,1572.9
1751-11-17,1572.3
1751-11-18,1572.0
1751-11-19,1573.9
1751-11-20,1573.2
1751-11-21,1575.8
1751-11-22,1574.0
1751-11-23,1571.8
1751-11-24,1567.3
1751-11-25,1574.2
1751-11-26,1580.2
1751-11-27,1583.5
1751-11-28,1582.8
1751-11-29,1583.0
1751-11-30,1589.1
1751-12-01,1588.2
1751-12-02,1588.4
1751-12-03,1584.7
1751-12-04,1586.8
1751-12-05,1591.6
1751-12-06,1588.8
1751-12-07,1589.2
1751-12-08,1591.9
1751-12-09,1595.6
1751-12-10,1598.0
1751-12-11,1599.1
1751-12-12,1599.6
1751-12-13,1595.4
1751-12-14,1589.3
1751-12-15,1592.4
1751-12-16,1591.6
1751-12-17,1585.9
1751-12-18,1587.9
1751-12-19,1586.6
1751-12-20,1591.0
1751-12-21,1589.7
1751-12-22,1589.3
1751-12-23,1595.6
1751-12-24,1592.1
1751-12-25,1592.3
1751-12-26,1589.3
1751-12-27,1583.6
1751-12-28,1591.4
1751-12-29,1590.8
1751-12-30,1591.5
1751-12-31,1591.0
1752-01-01,1589.5
1752-01-02,1587.2
1752-01-03,1586.7
1752-01-04,1589.7
1752-01-05,1596.5
1752-01-06,1605.1
1752-01-07,1606.2
1752-01-08,1613.1
1752-01-09,1614.5
1752-01-10,1617.8
1752-01-11,1633.7
1752-01-12,1632.8
1752-01-13,1636.4
1752-01-14,1624.4
1752-01-15,1631.0
1752-01-16,1634.9
1752-01-17,1628.6
1752-01-18,1632.4
1752-01-19,1632.0
1752-01-20,1638.8
1752-01-21,1635.5
1752-01-22,1640.9
1752-01-23,1646.7
1752-01-24,1649.2
1752-01-25,1647.4
1752-01-26,1648.4
1752-01-27,1651.3
1752-01-28,1649.3
1752-01-29,1610.6
1752-01-30,1609.6
1752-01-31,1624.9
1752-02-01,1622.3
1752-02-02,1628.9
1752-02-03,1636.1
1752-02-04,1637.7
1752-02-05,1641.3
1752-02-06,1646.7
1752-02-07,1653.5
1752-02-08,1651.0
1752-02-09,1661.7
1752-02-10,1675.9
1752-02-11,1675.2
1752-02-12,1690.6
1752-02-13,1689.2
1752-02-14,1688.5
1752-02-15,1691.1
1752-02-16,1704.8
1752-02-17,1703.4
1752-02-18,1701.7
1752-02-19,1697.0
1752-02-20,1700.4
1752-02-21,1699.5
1752-02-22,1703.0
1752-02-23,1710.9
1752-02-24,1717.0
1752-02-25,1712.3
1752-02-26,1722.8
1752-02-27,1732.2
1752-02-28,1740.2
1752-02-29,1743.7
1752-03-01,1749.9
1752-03-02,1756.4
1752-03-03,1745.3
1752-03-04,1747.5
1752-03-05,1745.5
1752-03-06,1738.9
1752-03-07,1743.2
1752-03-08,1739.3
1752-03-09,1757.7
1752-03-10,1757.7
1752-03-11,1759.6
1752-03-12,1770.2
1752-03-13,1772.3
1752-03-14,1779.7
1752-03-15,1776.3
1752-03-16,1773.0
1752-03-17,1770.3
1752-03-18,1774.3
1752-03-19,1765.2
1752-03-20,1774.5
1752-03-21,1763.1
1752-03-22,1765.3
1752-03-23,1760.3
1752-03-24,1756.0
1752-03-25,1767.8
1752-03-26,1769.5
1752-03-27,1765.8
1752-03-28,1772.6
1752-03-29,1767.7
1752-03-30,1762.4
1752-03-31,1756.4
1752-04-01,1759.6
1752-04-02,1762.0
1752-04-03,1764.6
1752-04-04,1779.5
1752-04-05,1795.3
1752-04-06,1797.4
1752-04-07,1798.4
1752-04-08,1802.6
1752-04-09,1805.1
1752-04-10,1811.5
1752-04-11,1807.7
1752-04-12,1812.1
1752-04-13,1804.4
1752-04-14,1796.5
1752-04-15,1800.5
1752-04-16,1805.5
1752-04-17,1810.5
1752-04-18,1809.3
1752-04-19,1822.8
1752-04-20,1825.6
1752-04-21,1821.7
1752-04-22,1822.5
1752-04-23,1824.9
1752-04-24,1822.6
1752-04-25,1815.4
1752-04-26,1809.5
1752-04-27,1796.3
1752-04-28,1805.9
1752-04-29,1812.4
1752-04-30,1805.6
1752-05-01,1810.7
1752-05-02,1808.4
1752-05-03,1805.6
1752-05-04,1813.9
1752-05-05,1811.7
1752-05-06,1808.3
1752-05-07,1817.3
1752-05-08,1825.9
1752-05-09,1825.6
1752-05-10,1823.8
1752-05-11,1836.2
1752-05-12,1844.2
1752-05-13,1847.0
1752-05-14,1843.5
1752-05-15,1852.3
1752-05-16,1842.8
1752-05-17,1833.3
1752-05-18,1836.0
1752-05-19,1847.0
1752-05-20,1851.3
1752-05-21,1855.6
1752-05-22,1858.5
1752-05-23,1850.5
1752-05-24,1856.3
1752-05-25,1854.4
1752-05-26,1856.0
1752-05-27,1853.7
1752-05-28,1852.3
1752-05-29,1857.8
1752-05-30,1859.7
1752-05-31,1869.7
1752-06-01,1875.2
1752-06-02,1877.9
1752-06-03,1884.0
1752-06-04,1880.5
1752-06-05,1876.6
1752-06-06,1886.7
1752-06-07,1891.1
1752-06-08,1893.8
1752-06-09,1890.1
1752-06-10,1912.0
1752-06-11,1919.7
1752-06-12,1920.9
1752-06-13,1927.1
1752-06-14,1925.5
1752-06-15,1923.2
1752-06-16,1933.8
1752-06-17,1950.7
1752-06-18,1952.7
1752-06-19,1960.4
1752-06-20,1969.1
1752-06-21,1961.7
1752-06-22,1963.2
1752-06-23,1963.1
1752-06-24,1971.3
1752-06-25,1989.9
1752-06-26,1992.2
1752-06-27,2003.6
1752-06-28,2003.6
1752-06-29,1996.8
1752-06-30,1985.7
1752-07-01,1988.3
1752-07-02,1982.0
1752-07-03,1971.6
1752-07-04,1980.5
1752-07-05,1958.8
1752-07-06,1978.0
1752-07-07,1993.8
1752-07-08,1976.3
1752-07-09,1970.6
1752-07-10,1955.3
1752-07-11,1955.1
1752-07-12,1970.6
1752-07-13,1954.4
1752-07-14,1969.5
1752-07-15,1976.9
1752-07-16,1976.5
1752-07-17,1971.9
1752-07-18,1973.6
1752-07-19,1964.6
1752-07-20,1971.4
1752-07-21,1973.3
1752-07-22,1959.6
1752-07-23,1952.6
1752-07-24,1946.3
1752-07-25,1943.4
1752-07-26,1945.6
1752-07-27,1942.6
1752-07-28,1956.4
1752-07-29,1961.4
1752-07-30,1967.7
1752-07-31,1960.7
1752-08-01,1955.6
1752-08-02,1939.7
1752-08-03,1945.5
1752-08-04,1955.7
1752-08-05,1949.5
1752-08-06,1960.0
1752-08-07,1962.8
1752-08-08,1945.7
1752-08-09,1948.1
1752-08-10,1950.5
1752-08-11,1946.6
1752-08-12,1939.9
1752-08-13,1953.2
1752-08-14,1945.4
1752-08-15,1949.8
1752-08-16,1947.8
1752-08-17,1957.4
1752-08-18,1968.4
1752-08-19,1974.9
1752-08-20,1987.4
1752-08-21,1972.2
1752-08-22,1962.5
1752-08-23,1953.8
1752-08-24,1947.3
1752-08-25,1950.2
1752-08-26,1954.0
1752-08-27,1946.6
1752-08-28,1951.5
1752-08-29,1947.6
1752-08-30,1943.4
1752-08-31,1942.3
1752-09-01,1936.4
1752-09-02,1942.7
1752-09-03,1955.3
1752-09-04,1962.3
1752-09-05,1965.3
1752-09-06,1958.1
1752-09-07,1961.3
1752-09-08,1963.5
1752-09-09,1974.1
1752-09-10,1968.1
1752-09-11,1979.5
1752-09-12,1991.2
1752-09-13,1997.7
1752-09-14,1996.1
1752-09-15,2003.5
1752-09-16,2001.1
1752-09-17,2002.7
1752-09-18,2004.1
1752-09-19,2004.3
1752-09-20,2016.4
1752-09-21,2016.5
1752-09-22,2021.1
1752-09-23,2008.2
1752-09-24,2002.9
1752-09-25,2012.6
1752-09-26,2013.8
1752-09-27,2003.4
1752-09-28,2015.6
1752-09-29,2009.7
1752-09-30,2022.1
1752-10-01,2031.6
1752-10-02,2029.7
1752-10-03,2039.2
1752-10-04,2035.0
1752-10-05,2051.8
1752-10-06,2061.8
1752-10-07,2063.5
1752-10-08,2069.5
1752-10-09,2054.0
1752-10-10,2057.0
1752-10-11,2062.8
1752-10-12,2066.4
1752-10-13,2067.4
1752-10-14,2071.4
1752-10-15,2083.8
1752-10-16,2080.6
