,0
1762-11-30,4390.0
1762-12-31,4790.0
1763-01-31,5510.0
1763-02-28,5760.0
1763-03-31,5780.0
1763-04-30,5470.0
1763-05-31,5020.0
1763-06-30,4770.0
1763-07-31,4330.0
1763-08-31,4330.0
1763-09-30,4270.0
1763-10-31,3820.0
1763-11-30,3550.0
1763-12-31,4390.0
1764-01-31,5760.0
1764-02-29,6030.0
1764-03-31,6140.0
1764-04-30,5830.0
1764-05-31,5420.0
1764-06-30,5160.0
1764-07-31,4620.0
1764-08-31,5420.0
1764-09-30,5600.0
1764-10-31,5920.0
1764-11-30,5190.0
1764-12-31,5640.0
1765-01-31,5700.0
1765-02-28,6110.0
1765-03-31,7290.0
1765-04-30,7260.0
1765-05-31,7040.0
1765-06-30,6100.0
1765-07-31,6110.0
1765-08-31,7090.0
1765-09-30,7070.0
1765-10-31,6150.0
1765-11-30,5630.0
1765-12-31,6210.0
1766-01-31,7250.0
1766-02-28,7480.0
1766-03-31,7580.0
1766-04-30,7610.0
1766-05-31,5970.0
1766-06-30,7100.0
1766-07-31,6100.0
1766-08-31,7040.0
1766-09-30,7060.0
1766-10-31,6270.0
1766-11-30,5670.0
1766-12-31,5600.0
1767-01-31,7190.0
1767-02-28,7590.0
1767-03-31,7310.0
1767-04-30,5950.0
1767-05-31,6220.0
1767-06-30,5680.0
1767-07-31,5450.0
1767-08-31,7160.0
1767-09-30,6110.0
1767-10-31,6940.0
1767-11-30,5660.0
1767-12-31,5770.0
1768-01-31,8050.0
1768-02-29,7450.0
1768-03-31,8190.0
1768-04-30,6590.0
1768-05-31,5920.0
1768-06-30,4620.0
1768-07-31,5320.0
1768-08-31,6060.0
1768-09-30,5300.0
1768-10-31,5020.0
1768-11-30,5010.0
1768-12-31,4640.0
1769-01-31,6980.0
1769-02-28,6090.0
1769-03-31,7000.0
1769-04-30,5370.0
1769-05-31,5230.0
1769-06-30,5140.0
1769-07-31,4570.0
1769-08-31,5360.0
1769-09-30,5300.0
1769-10-31,4640.0
1769-11-30,4740.0
1769-12-31,5250.0
1770-01-31,6350.0
1770-02-28,6860.0
1770-03-31,6360.0
1770-04-30,5660.0
1770-05-31,5270.0
1770-06-30,4910.0
1770-07-31,5160.0
1770-08-31,5620.0
1770-09-30,5180.0
1770-10-31,4680.0
1770-11-30,3860.0
1770-12-31,3890.0
1771-01-31,6340.0
1771-02-28,6210.0
1771-03-31,6100.0
1771-04-30,4980.0
1771-05-31,4260.0
1771-06-30,3910.0
1771-07-31,3550.0
1771-08-31,4680.0
1771-09-30,4120.0
1771-10-31,4740.0
1771-11-30,3100.0
1771-12-31,3810.0
1772-01-31,4710.0
1772-02-29,5700.0
1772-03-31,5040.0
1772-04-30,4490.0
1772-05-31,3930.0
1772-06-30,3500.0
1772-07-31,3320.0
1772-08-31,4400.0
1772-09-30,4190.0
1772-10-31,3670.0
1772-11-30,3780.0
1772-12-31,4330.0
1773-01-31,5430.0
1773-02-28,5610.0
1773-03-31,5020.0
1773-04-30,4090.0
1773-05-31,3680.0
1773-06-30,3290.0
1773-07-31,3360.0
1773-08-31,4300.0
1773-09-30,4090.0
1773-10-31,3110.0
1773-11-30,2690.0
1773-12-31,3700.0
1774-01-31,6030.0
1774-02-28,5450.0
1774-03-31,5830.0
1774-04-30,4080.0
1774-05-31,3910.0
1774-06-30,3840.0
1774-07-31,3650.0
1774-08-31,4630.0
1774-09-30,2980.0
1774-10-31,3550.0
1774-11-30,3690.0
1774-12-31,3610.0
1775-01-31,5250.0
1775-02-28,5480.0
1775-03-31,5400.0
1775-04-30,4380.0
1775-05-31,4290.0
1775-06-30,4200.0
1775-07-31,4190.0
1775-08-31,4860.0
1775-09-30,5080.0
1775-10-31,4770.0
1775-11-30,4470.0
1775-12-31,4840.0
1776-01-31,5610.0
1776-02-29,6450.0
1776-03-31,5960.0
1776-04-30,5300.0
1776-05-31,4990.0
1776-06-30,4680.0
1776-07-31,4460.0
1776-08-31,5710.0
1776-09-30,4830.0
1776-10-31,5260.0
1776-11-30,4400.0
1776-12-31,4780.0
1777-01-31,7040.0
1777-02-28,7490.0
1777-03-31,7450.0
1777-04-30,5560.0
1777-05-31,5000.0
1777-06-30,5420.0
1777-07-31,5160.0
1777-08-31,5110.0
1777-09-30,4900.0
1777-10-31,5300.0
1777-11-30,4330.0
1777-12-31,4680.0
1778-01-31,5800.0
1778-02-28,7410.0
1778-03-31,6760.0
1778-04-30,5680.0
1778-05-31,5610.0
1778-06-30,5140.0
1778-07-31,4990.0
1778-08-31,5550.0
1778-09-30,4720.0
1778-10-31,4680.0
1778-11-30,4780.0
1778-12-31,4530.0
1779-01-31,6810.0
1779-02-28,6830.0
1779-03-31,6640.0
1779-04-30,5680.0
1779-05-31,5020.0
1779-06-30,4940.0
1779-07-31,3930.0
1779-08-31,4570.0
1779-09-30,4720.0
1779-10-31,4610.0
1779-11-30,4140.0
1779-12-31,4290.0
1780-01-31,5780.0
1780-02-29,6590.0
1780-03-31,5950.0
1780-04-30,3960.0
1780-05-31,4240.0
1780-06-30,4000.0
1780-07-31,3950.0
1780-08-31,4760.0
1780-09-30,4050.0
1780-10-31,4190.0
1780-11-30,4080.0
1780-12-31,4280.0
1781-01-31,5720.0
1781-02-28,7040.0
1781-03-31,6950.0
1781-04-30,5250.0
1781-05-31,4920.0
1781-06-30,4820.0
1781-07-31,4510.0
1781-08-31,4710.0
1781-09-30,3720.0
1781-10-31,4250.0
1781-11-30,3730.0
1781-12-31,4610.0
1782-01-31,6540.0
1782-02-28,7700.0
1782-03-31,7210.0
1782-04-30,5730.0
1782-05-31,5520.0
1782-06-30,5270.0
1782-07-31,5110.0
1782-08-31,6520.0
1782-09-30,5630.0
1782-10-31,5980.0
1782-11-30,5750.0
1782-12-31,7020.0
1783-01-31,9910.0
1783-02-28,11290.0
1783-03-31,11180.0
1783-04-30,9280.0
1783-05-31,7850.0
1783-06-30,7480.0
1783-07-31,7970.0
1783-08-31,9480.0
1783-09-30,8800.0
1783-10-31,8810.0
1783-11-30,7690.0
1783-12-31,7710.0
1784-01-31,9660.0
1784-02-29,11870.0
1784-03-31,12920.0
1784-04-30,10890.0
1784-05-31,9500.0
1784-06-30,9490.0
1784-07-31,9500.0
1784-08-31,10880.0
1784-09-30,9270.0
1784-10-31,8880.0
1784-11-30,7780.0
1784-12-31,8360.0
1785-01-31,12320.0
1785-02-28,13490.0
1785-03-31,12710.0
1785-04-30,10130.0
1785-05-31,9240.0
1785-06-30,9640.0
1785-07-31,8920.0
1785-08-31,8900.0
1785-09-30,8480.0
1785-10-31,7870.0
1785-11-30,7860.0
1785-12-31,8990.0
1786-01-31,10790.0
1786-02-28,11820.0
1786-03-31,10590.0
1786-04-30,9430.0
1786-05-31,9070.0
1786-06-30,8250.0
1786-07-31,8740.0
1786-08-31,9120.0
1786-09-30,8280.0
1786-10-31,7860.0
1786-11-30,7150.0
1786-12-31,8110.0
1787-01-31,10860.0
1787-02-28,10730.0
1787-03-31,9610.0
1787-04-30,8270.0
1787-05-31,9200.0
1787-06-30,6660.0
1787-07-31,6270.0
1787-08-31,7250.0
1787-09-30,6830.0
1787-10-31,6810.0
1787-11-30,5810.0
1787-12-31,6220.0
1788-01-31,7450.0
1788-02-29,9370.0
1788-03-31,7980.0
1788-04-30,6050.0
1788-05-31,5640.0
1788-06-30,6220.0
1788-07-31,5740.0
1788-08-31,6040.0
1788-09-30,5130.0
1788-10-31,5090.0
1788-11-30,5210.0
1788-12-31,4910.0
1789-01-31,6890.0
1789-02-28,8720.0
1789-03-31,7790.0
1789-04-30,4770.0
1789-05-31,5060.0
1789-06-30,4720.0
1789-07-31,4450.0
1789-08-31,5120.0
1789-09-30,5960.0
1789-10-31,6560.0
1789-11-30,4900.0
1789-12-31,4520.0
1790-01-31,7370.0
1790-02-28,9050.0
1790-03-31,7780.0
1790-04-30,5380.0
1790-05-31,4700.0
1790-06-30,4490.0
1790-07-31,4010.0
