,0
1751-08-22,1156.42
1751-08-29,1152.2
1751-09-05,1151.35
1751-09-12,1156.87
1751-09-19,1158.77
1751-09-26,1155.95
1751-10-03,1159.13
1751-10-10,1158.86
1751-10-17,1176.97
1751-10-24,1164.09
1751-10-31,1169.36
1751-11-07,1168.44
1751-11-14,1189.53
1751-11-21,1189.41
1751-11-28,1193.87
1751-12-05,1187.82
1751-12-12,1201.15
1751-12-19,1209.1
1751-12-26,1214.21
1752-01-02,1212.27
1752-01-09,1200.88
1752-01-16,1201.57
1752-01-23,1190.88
1752-01-30,1177.05
1752-02-06,1173.78
1752-02-13,1178.98
1752-02-20,1183.4
1752-02-27,1176.37
1752-03-05,1176.53
1752-03-12,1185.6
1752-03-19,1194.62
1752-03-26,1194.19
1752-04-02,1193.52
1752-04-09,1198.95
1752-04-16,1219.89
1752-04-23,1209.5
1752-04-30,1211.4
1752-05-07,1205.6
1752-05-14,1215.07
1752-05-21,1206.13
1752-05-28,1211.71
1752-06-04,1208.51
1752-06-11,1214.98
1752-06-18,1222.91
1752-06-25,1223.55
1752-07-02,1239.74
1752-07-09,1235.51
1752-07-16,1252.08
1752-07-23,1234.88
1752-07-30,1243.08
1752-08-06,1237.55
1752-08-13,1246.44
1752-08-20,1242.71
1752-08-27,1239.94
1752-09-03,1240.17
1752-09-10,1244.26
1752-09-17,1248.39
1752-09-24,1241.66
1752-10-01,1253.08
1752-10-08,1246.01
1752-10-15,1269.03
1752-10-22,1259.1
1752-10-29,1259.56
1752-11-05,1262.08
1752-11-12,1278.35
1752-11-19,1285.59
1752-11-26,1282.96
1752-12-03,1281.22
1752-12-10,1289.03
1752-12-17,1305.41
1752-12-24,1310.57
1752-12-31,1323.36
1753-01-07,1308.07
1753-01-14,1312.42
1753-01-21,1290.91
1753-01-28,1282.05
1753-02-04,1282.8
1753-02-11,1287.41
1753-02-18,1294.82
1753-02-25,1281.74
1753-03-04,1279.89
1753-03-11,1284.32
1753-03-18,1299.36
1753-03-25,1298.75
1753-04-01,1303.12
1753-04-08,1298.87
1753-04-15,1323.8
1753-04-22,1313.84
1753-04-29,1320.48
1753-05-06,1317.75
1753-05-13,1326.68
1753-05-20,1321.63
1753-05-27,1325.01
1753-06-03,1323.13
1753-06-10,1334.33
1753-06-17,1343.47
1753-06-24,1336.19
1753-07-01,1360.98
1753-07-08,1346.39
1753-07-15,1376.93
1753-07-22,1351.23
1753-07-29,1348.53
1753-08-05,1342.95
1753-08-12,1354.9
1753-08-19,1357.57
1753-08-26,1353.04
1753-09-02,1358.32
1753-09-09,1357.41
1753-09-16,1366.72
1753-09-23,1362.46
1753-09-30,1369.01
1753-10-07,1368.22
1753-10-14,1385.21
1753-10-21,1378.58
1753-10-28,1374.54
1753-11-04,1376.63
1753-11-11,1385.96
1753-11-18,1433.92
1753-11-25,1433.65
1753-12-02,1434.58
1753-12-09,1430.48
1753-12-16,1450.9
1753-12-23,1454.58
1753-12-30,1476.08
1754-01-06,1450.38
1754-01-13,1454.57
1754-01-20,1432.5
1754-01-27,1421.6
1754-02-03,1414.05
1754-02-10,1412.12
1754-02-17,1427.33
1754-02-24,1410.73
1754-03-03,1419.89
1754-03-10,1415.62
1754-03-17,1432.87
1754-03-24,1419.8
1754-03-31,1431.18
1754-04-07,1427.47
1754-04-14,1456.53
1754-04-21,1450.54
1754-04-28,1451.29
1754-05-05,1439.78
1754-05-12,1447.0
1754-05-19,1445.32
1754-05-26,1445.22
1754-06-02,1449.25
1754-06-09,1449.03
1754-06-16,1467.07
1754-06-23,1459.79
1754-06-30,1480.04
1754-07-07,1469.61
1754-07-14,1494.4
1754-07-21,1483.64
1754-07-28,1478.1
1754-08-04,1475.3
1754-08-11,1485.24
1754-08-18,1492.97
1754-08-25,1487.99
1754-09-01,1493.74
1754-09-08,1488.81
1754-09-15,1501.41
1754-09-22,1495.13
1754-09-29,1502.34
1754-10-06,1502.34
1754-10-13,1522.96
1754-10-20,1517.37
1754-10-27,1524.19
1754-11-03,1517.35
1754-11-10,1530.45
1754-11-17,1552.41
1754-11-24,1548.78
1754-12-01,1549.89
1754-12-08,1548.83
1754-12-15,1568.12
1754-12-22,1578.44
1754-12-29,1589.07
1755-01-05,1583.96
1755-01-12,1565.02
1755-01-19,1550.22
1755-01-26,1536.18
1755-02-02,1532.63
1755-02-09,1525.6
1755-02-16,1558.57
1755-02-23,1538.14
1755-03-02,1538.92
1755-03-09,1536.2
1755-03-16,1560.8
1755-03-23,1554.16
1755-03-30,1561.41
1755-04-06,1572.1
1755-04-13,1580.98
1755-04-20,1592.4
1755-04-27,1573.73
1755-05-04,1572.15
1755-05-11,1569.91
1755-05-18,1589.12
1755-05-25,1580.76
1755-06-01,1590.04
1755-06-08,1581.09
1755-06-15,1587.53
1755-06-22,1591.0
1755-06-29,1599.84
1755-07-06,1600.64
1755-07-13,1612.6
1755-07-20,1616.07
1755-07-27,1571.77
1755-08-03,1574.19
1755-08-10,1571.17
1755-08-17,1598.27
1755-08-24,1585.0
1755-08-31,1593.48
1755-09-07,1586.78
1755-09-14,1594.88
1755-09-21,1597.5
1755-09-28,1597.13
1755-10-05,1593.57
1755-10-12,1604.73
1755-10-19,1625.44
1755-10-26,1612.24
1755-11-02,1618.84
1755-11-09,1627.08
1755-11-16,1618.46
1755-11-23,1616.52
1755-11-30,1621.51
1755-12-07,1615.99
1755-12-14,1634.22
1755-12-21,1641.71
1755-12-28,1648.36
1756-01-04,1642.74
1756-01-11,1617.67
1756-01-18,1611.63
1756-01-25,1583.6
1756-02-01,1581.79
1756-02-08,1578.06
1756-02-15,1602.37
1756-02-22,1592.55
1756-02-29,1592.28
1756-03-07,1580.45
1756-03-14,1602.43
1756-03-21,1603.37
1756-03-28,1609.02
1756-04-04,1602.77
1756-04-11,1622.72
1756-04-18,1641.64
1756-04-25,1628.83
1756-05-02,1630.54
1756-05-09,1623.11
1756-05-16,1641.48
1756-05-23,1633.49
1756-05-30,1630.57
1756-06-06,1628.52
1756-06-13,1638.64
1756-06-20,1647.12
1756-06-27,1647.84
1756-07-04,1652.83
1756-07-11,1660.76
1756-07-18,1680.03
1756-07-25,1652.56
1756-08-01,1650.72
1756-08-08,1652.96
1756-08-15,1675.73
1756-08-22,1666.22
1756-08-29,1655.6
1756-09-05,1641.69
1756-09-12,1649.33
1756-09-19,1654.42
1756-09-26,1639.52
1756-10-03,1634.68
1756-10-10,1645.86
1756-10-17,1669.74
1756-10-24,1649.28
1756-10-31,1648.14
1756-11-07,1654.86
1756-11-14,1680.04
1756-11-21,1684.53
1756-11-28,1688.09
1756-12-05,1684.19
1756-12-12,1702.55
1756-12-19,1718.81
1756-12-26,1724.13
1757-01-02,1727.13
1757-01-09,1699.95
1757-01-16,1709.07
1757-01-23,1674.52
1757-01-30,1673.46
1757-02-06,1662.22
1757-02-13,1690.0
1757-02-20,1675.73
1757-02-27,1670.27
1757-03-06,1644.38
1757-03-13,1667.15
1757-03-20,1670.29
1757-03-27,1663.46
1757-04-03,1664.09
1757-04-10,1681.4
1757-04-17,1709.82
1757-04-24,1691.36
1757-05-01,1692.06
1757-05-08,1691.35
1757-05-15,1708.85
1757-05-22,1699.94
1757-05-29,1710.5
1757-06-05,1706.91
1757-06-12,1722.57
1757-06-19,1721.53
1757-06-26,1717.97
1757-07-03,1729.24
1757-07-10,1730.01
1757-07-17,1753.74
1757-07-24,1725.19
1757-07-31,1726.91
1757-08-07,1731.34
1757-08-14,1752.91
1757-08-21,1744.57
1757-08-28,1737.15
1757-09-04,1731.27
1757-09-11,1734.32
1757-09-18,1743.73
1757-09-25,1725.66
1757-10-02,1732.89
1757-10-09,1738.51
1757-10-16,1770.24
1757-10-23,1752.58
1757-10-30,1752.55
1757-11-06,1756.78
1757-11-13,1781.23
1757-11-20,1784.75
1757-11-27,1787.28
1757-12-04,1783.39
1757-12-11,1798.04
1757-12-18,1819.58
1757-12-25,1825.38
1758-01-01,1825.17
1758-01-08,1796.43
1758-01-15,1796.73
1758-01-22,1768.03
1758-01-29,1760.91
1758-02-05,1755.55
1758-02-12,1773.14
1758-02-19,1781.18
1758-02-26,1776.27
1758-03-05,1759.5
1758-03-12,1767.89
1758-03-19,1785.2
1758-03-26,1777.61
1758-04-02,1785.15
1758-04-09,1792.96
1758-04-16,1817.73
1758-04-23,1800.4
1758-04-30,1807.62
1758-05-07,1805.44
1758-05-14,1817.04
1758-05-21,1815.71
1758-05-28,1821.97
1758-06-04,1826.32
1758-06-11,1829.99
1758-06-18,1840.45
1758-06-25,1834.79
1758-07-02,1853.1
1758-07-09,1846.92
1758-07-16,1871.99
1758-07-23,1842.62
1758-07-30,1846.77
1758-08-06,1848.29
1758-08-13,1862.38
1758-08-20,1860.31
1758-08-27,1849.8
1758-09-03,1851.04
1758-09-10,1848.35
1758-09-17,1861.08
1758-09-24,1837.61
1758-10-01,1847.09
1758-10-08,1854.98
1758-10-15,1878.12
1758-10-22,1873.27
1758-10-29,1861.79
1758-11-05,1870.41
1758-11-12,1891.76
1758-11-19,1904.36
1758-11-26,1904.27
1758-12-03,1901.24
1758-12-10,1905.21
1758-12-17,1932.65
1758-12-24,1934.77
1758-12-31,1954.06
1759-01-07,1933.92
1759-01-14,1916.5
1759-01-21,1893.98
1759-01-28,1881.89
1759-02-04,1869.54
1759-02-11,1869.54
1759-02-18,1866.28
1759-02-25,1866.28
1759-03-04,1889.43
1759-03-11,1889.43
1759-03-18,1887.93
1759-03-25,1887.93
1759-04-01,1914.96
1759-04-08,1914.96
1759-04-15,1928.03
1759-04-22,1928.03
1759-04-29,1923.56
1759-05-06,1923.56
1759-05-13,1927.04
1759-05-20,1927.04
1759-05-27,1935.46
1759-06-03,1935.46
1759-06-10,1962.19
1759-06-17,1962.19
1759-06-24,1962.52
1759-07-01,1962.52
1759-07-08,1987.75
1759-07-15,1987.75
1759-07-22,1964.92
1759-07-29,1964.92
1759-08-05,1973.21
1759-08-12,1973.21
1759-08-19,1958.92
1759-08-26,1958.92
1759-09-02,1986.5
1759-09-09,1986.5
1759-09-16,1971.9
1759-09-23,1971.9
1759-09-30,1981.22
1759-10-07,1981.22
1759-10-14,1977.32
1759-10-21,1977.32
1759-10-28,1986.97
1759-11-04,1986.97
1759-11-11,2005.04
1759-11-18,2005.04
1759-11-25,2022.02
1759-12-02,2022.02
1759-12-09,2038.61
1759-12-16,2038.61
1759-12-23,2070.1
1759-12-30,2070.1
1760-01-06,2061.95
1760-01-13,2061.95
1760-01-20,1998.65
1760-01-27,1998.65
1760-02-03,1996.39
1760-02-10,1996.39
1760-02-17,2005.66
1760-02-24,2005.66
1760-03-02,2030.36
1760-03-09,2030.36
1760-03-16,2019.1
1760-03-23,2019.1
1760-03-30,2045.24
1760-04-06,2045.24
1760-04-13,2062.16
1760-04-20,2062.16
1760-04-27,2055.12
1760-05-04,2055.12
1760-05-11,2063.08
1760-05-18,2063.08
1760-05-25,2083.36
1760-06-01,2083.36
1760-06-08,2107.56
1760-06-15,2107.56
1760-06-22,2104.76
1760-06-29,2104.76
1760-07-06,2139.23
1760-07-13,2139.23
1760-07-20,2110.19
1760-07-27,2110.19
1760-08-03,2130.61
1760-08-10,2130.61
1760-08-17,2120.87
1760-08-24,2120.87
1760-08-31,2149.29
1760-09-07,2149.29
1760-09-14,2144.04
1760-09-21,2144.04
1760-09-28,2148.68
1760-10-05,2148.68
1760-10-12,2164.36
1760-10-19,2164.36
1760-10-26,2165.12
1760-11-02,2165.12
1760-11-09,2193.54
1760-11-16,2193.54
1760-11-23,2214.92
1760-11-30,2214.92
1760-12-07,2241.55
1760-12-14,2241.55
1760-12-21,2263.28
1760-12-28,2263.28
1761-01-04,2257.27
1761-01-11,2257.27
1761-01-18,2180.94
1761-01-25,2180.94
1761-02-01,2164.02
1761-02-08,2164.02
1761-02-15,2184.79
1761-02-22,2184.79
1761-03-01,2208.71
1761-03-08,2208.71
1761-03-15,2208.73
1761-03-22,2208.73
1761-03-29,2238.69
1761-04-05,2238.69
1761-04-12,2258.65
1761-04-19,2258.65
1761-04-26,2249.96
1761-05-03,2249.96
1761-05-10,2259.93
1761-05-17,2259.93
1761-05-24,2280.25
1761-05-31,2280.25
1761-06-07,2308.44
1761-06-14,2308.44
1761-06-21,2300.26
1761-06-28,2300.26
1761-07-05,2345.69
1761-07-12,2345.69
1761-07-19,2318.34
1761-07-26,2318.34
1761-08-02,2330.76
1761-08-09,2330.76
1761-08-16,2327.52
1761-08-23,2327.52
1761-08-30,2354.56
1761-09-06,2354.56
1761-09-13,2349.96
1761-09-20,2349.96
1761-09-27,2348.02
1761-10-04,2348.02
1761-10-11,2377.16
1761-10-18,2377.16
1761-10-25,2378.57
1761-11-01,2378.57
1761-11-08,2420.23
1761-11-15,2420.23
1761-11-22,2437.26
1761-11-29,2437.26
1761-12-06,2465.88
1761-12-13,2465.88
1761-12-20,2517.12
1761-12-27,2517.12
1762-01-03,2512.01
1762-01-10,2512.01
1762-01-17,2438.36
1762-01-24,2438.36
1762-01-31,2418.6
1762-02-07,2418.6
1762-02-14,2425.18
1762-02-21,2425.18
1762-02-28,2443.29
1762-03-07,2443.29
1762-03-14,2443.67
1762-03-21,2443.67
1762-03-28,2465.42
1762-04-04,2465.42
1762-04-11,2511.94
1762-04-18,2511.94
1762-04-25,2497.89
1762-05-02,2497.89
1762-05-09,2502.26
1762-05-16,2502.26
1762-05-23,2515.0
1762-05-30,2515.0
1762-06-06,2539.77
1762-06-13,2539.77
1762-06-20,2519.69
1762-06-27,2519.69
1762-07-04,2563.68
1762-07-11,2563.68
1762-07-18,2534.43
1762-07-25,2534.43
1762-08-01,2547.75
1762-08-08,2547.75
1762-08-15,2540.0
1762-08-22,2540.0
1762-08-29,2556.06
1762-09-05,2556.06
1762-09-12,2569.3
1762-09-19,2569.3
1762-09-26,2557.51
1762-10-03,2557.51
1762-10-10,2577.22
1762-10-17,2577.22
1762-10-24,2603.11
1762-10-31,2603.11
1762-11-07,2621.44
1762-11-14,2621.44
1762-11-21,2632.91
1762-11-28,2632.91
1762-12-05,2663.12
1762-12-12,2663.12
1762-12-19,2677.32
1762-12-26,2677.32
1763-01-02,2700.34
1763-01-09,2700.34
1763-01-16,2645.35
1763-01-23,2645.35
1763-01-30,2599.68
1763-02-06,2599.68
1763-02-13,2608.15
1763-02-20,2608.15
1763-02-27,2619.84
1763-03-06,2619.84
1763-03-13,2630.89
1763-03-20,2630.89
1763-03-27,2654.92
1763-04-03,2654.92
1763-04-10,2698.76
1763-04-17,2698.76
1763-04-24,2682.23
1763-05-01,2682.23
1763-05-08,2689.55
1763-05-15,2689.55
1763-05-22,2688.66
1763-05-29,2688.66
1763-06-05,2738.44
1763-06-12,2738.44
1763-06-19,2723.16
1763-06-26,2723.16
1763-07-03,2773.28
1763-07-10,2773.28
1763-07-17,2746.44
1763-07-24,2746.44
1763-07-31,2751.58
1763-08-07,2751.58
1763-08-14,2744.69
1763-08-21,2744.69
1763-08-28,2749.87
1763-09-04,2749.87
1763-09-11,2761.59
1763-09-18,2761.59
1763-09-25,2739.79
1763-10-02,2739.79
1763-10-09,2761.69
1763-10-16,2761.69
1763-10-23,2752.0
1763-10-30,2752.0
1763-11-06,2798.66
1763-11-13,2798.66
1763-11-20,2790.18
1763-11-27,2790.18
1763-12-04,2826.6
1763-12-11,2826.6
1763-12-18,2841.23
1763-12-25,2841.23
1764-01-01,2875.06
1764-01-08,2875.06
1764-01-15,2813.81
1764-01-22,2813.81
1764-01-29,2742.05
1764-02-05,2742.05
1764-02-12,2749.71
1764-02-19,2749.71
1764-02-26,2773.91
1764-03-04,2773.91
1764-03-11,2791.19
1764-03-18,2791.19
1764-03-25,2795.14
1764-04-01,2795.14
1764-04-08,2825.2
1764-04-15,2825.2
1764-04-22,2814.61
1764-04-29,2814.61
1764-05-06,2811.56
1764-05-13,2811.56
1764-05-20,2798.23
1764-05-27,2798.23
1764-06-03,2844.75
1764-06-10,2844.75
1764-06-17,2823.08
1764-06-24,2823.08
1764-07-01,2875.8
1764-07-08,2875.8
1764-07-15,2847.47
1764-07-22,2847.47
1764-07-29,2838.63
1764-08-05,2838.63
1764-08-12,2838.79
1764-08-19,2838.79
1764-08-26,2838.02
1764-09-02,2838.02
1764-09-09,2855.66
1764-09-16,2855.66
1764-09-23,2820.35
1764-09-30,2820.35
1764-10-07,2852.42
1764-10-14,2852.42
1764-10-21,2838.36
1764-10-28,2838.36
1764-11-04,2872.48
1764-11-11,2872.48
1764-11-18,2883.47
1764-11-25,2883.47
1764-12-02,2922.56
1764-12-09,2922.56
1764-12-16,2950.32
1764-12-23,2950.32
1764-12-30,2985.62
1765-01-06,2985.62
1765-01-13,2931.31
1765-01-20,2931.31
1765-01-27,2853.78
1765-02-03,2853.78
1765-02-10,2876.13
1765-02-17,2876.13
1765-02-24,2902.73
1765-03-03,2902.73
1765-03-10,2929.1
1765-03-17,2929.1
1765-03-24,2931.83
1765-03-31,2931.83
1765-04-07,2987.66
1765-04-14,2987.66
1765-04-21,2972.22
1765-04-28,2972.22
1765-05-05,2979.25
1765-05-12,2979.25
1765-05-19,2963.12
1765-05-26,2963.12
1765-06-02,3018.94
1765-06-09,3018.94
1765-06-16,3009.63
1765-06-23,3009.63
1765-06-30,3047.19
1765-07-07,3047.19
1765-07-14,3034.68
1765-07-21,3034.68
1765-07-28,3033.44
1765-08-04,3033.44
1765-08-11,3054.08
1765-08-18,3054.08
1765-08-25,3063.43
1765-09-01,3063.43
1765-09-08,3097.71
1765-09-15,3097.71
1765-09-22,3065.9
1765-09-29,3065.9
1765-10-06,3099.7
1765-10-13,3099.7
1765-10-20,3080.25
1765-10-27,3080.25
1765-11-03,3126.08
1765-11-10,3126.08
1765-11-17,3143.45
1765-11-24,3143.45
1765-12-01,3163.78
1765-12-08,3163.78
1765-12-15,3142.85
1765-12-22,3142.85
1765-12-29,3153.73
1766-01-05,3153.73
1766-01-12,3086.47
1766-01-19,3086.47
1766-01-26,3047.63
1766-02-02,3047.63
1766-02-09,3070.65
1766-02-16,3070.65
1766-02-23,3083.74
1766-03-02,3083.74
1766-03-09,3120.45
1766-03-16,3120.45
1766-03-23,3113.53
1766-03-30,3113.53
1766-04-06,3155.26
1766-04-13,3155.26
1766-04-20,3131.26
1766-04-27,3131.26
1766-05-04,3143.69
1766-05-11,3143.69
1766-05-18,3138.82
1766-05-25,3138.82
1766-06-01,3179.46
1766-06-08,3179.46
1766-06-15,3174.36
1766-06-22,3174.36
1766-06-29,3206.69
1766-07-06,3206.69
1766-07-13,3198.85
1766-07-20,3198.85
1766-07-27,3192.18
1766-08-03,3192.18
1766-08-10,3198.96
1766-08-17,3198.96
1766-08-24,3208.52
1766-08-31,3208.52
1766-09-07,3239.65
1766-09-14,3239.65
1766-09-21,3196.53
1766-09-28,3196.53
1766-10-05,3234.09
1766-10-12,3234.09
1766-10-19,3228.57
1766-10-26,3228.57
1766-11-02,3277.38
1766-11-09,3277.38
1766-11-16,3279.1
1766-11-23,3279.1
1766-11-30,3337.05
1766-12-07,3337.05
1766-12-14,3352.21
1766-12-21,3352.21
1766-12-28,3390.02
1767-01-04,3390.02
1767-01-11,3334.38
1767-01-18,3334.38
1767-01-25,3274.98
1767-02-01,3274.98
1767-02-08,3316.82
1767-02-15,3316.82
1767-02-22,3324.97
1767-03-01,3324.97
1767-03-08,3367.36
1767-03-15,3367.36
1767-03-22,3353.21
1767-03-29,3353.21
1767-04-05,3331.12
1767-04-12,3331.12
1767-04-19,3328.98
1767-04-26,3328.98
1767-05-03,3342.73
1767-05-10,3342.73
1767-05-17,3341.83
1767-05-24,3341.83
1767-05-31,3366.65
1767-06-07,3366.65
1767-06-14,3368.61
1767-06-21,3368.61
1767-06-28,3383.74
1767-07-05,3383.74
1767-07-12,3412.58
1767-07-19,3412.58
1767-07-26,3409.48
1767-08-02,3409.48
1767-08-09,3435.06
1767-08-16,3435.06
1767-08-23,3425.61
1767-08-30,3425.61
1767-09-06,3486.57
1767-09-13,3486.57
1767-09-20,3457.7
1767-09-27,3457.7
1767-10-04,3493.65
1767-10-11,3493.65
1767-10-18,3494.49
1767-10-25,3494.49
1767-11-01,3535.56
1767-11-08,3535.56
1767-11-15,3570.15
1767-11-22,3570.15
1767-11-29,3580.77
1767-12-06,3580.77
1767-12-13,3613.3
1767-12-20,3613.3
1767-12-27,3672.12
1768-01-03,3672.12
1768-01-10,3617.9
1768-01-17,3617.9
1768-01-24,3556.21
1768-01-31,3556.21
1768-02-07,3594.07
1768-02-14,3594.07
1768-02-21,3607.62
1768-02-28,3607.62
1768-03-06,3624.84
1768-03-13,3624.84
1768-03-20,3633.83
1768-03-27,3633.83
1768-04-03,3680.66
1768-04-10,3680.66
1768-04-17,3696.72
1768-04-24,3696.72
1768-05-01,3685.67
1768-05-08,3685.67
1768-05-15,3712.99
1768-05-22,3712.99
1768-05-29,3750.43
1768-06-05,3750.43
1768-06-12,3754.87
1768-06-19,3754.87
1768-06-26,3775.76
1768-07-03,3775.76
1768-07-10,3810.85
1768-07-17,3810.85
1768-07-24,3774.55
1768-07-31,3774.55
1768-08-07,3816.6
1768-08-14,3816.6
1768-08-21,3811.23
1768-08-28,3811.23
1768-09-04,3857.09
1768-09-11,3857.09
1768-09-18,3837.53
1768-09-25,3837.53
1768-10-02,3875.73
1768-10-09,3875.73
1768-10-16,3886.88
1768-10-23,3886.88
1768-10-30,3887.37
1768-11-06,3887.37
1768-11-13,3930.09
1768-11-20,3930.09
1768-11-27,3948.84
1768-12-04,3948.84
1768-12-11,3978.31
1768-12-18,3978.31
1768-12-25,4032.32
1769-01-01,4032.32
1769-01-08,3992.45
1769-01-15,3992.45
1769-01-22,3938.16
1769-01-29,3938.16
1769-02-05,3969.83
1769-02-12,3969.83
1769-02-19,3997.12
1769-02-26,3997.12
1769-03-05,4001.02
1769-03-12,4001.02
1769-03-19,4011.4
1769-03-26,4011.4
1769-04-02,4064.97
1769-04-09,4064.97
1769-04-16,4077.1
1769-04-23,4077.1
1769-04-30,4053.5
1769-05-07,4053.5
1769-05-14,4069.73
1769-05-21,4069.73
1769-05-28,4105.43
1769-06-04,4105.43
1769-06-11,4110.65
1769-06-18,4110.65
1769-06-25,4135.6
1769-07-02,4135.6
1769-07-09,4169.41
1769-07-16,4169.41
1769-07-23,4133.43
1769-07-30,4133.43
1769-08-06,4159.5
1769-08-13,4159.5
1769-08-20,4149.87
1769-08-27,4149.87
1769-09-03,4183.5
1769-09-10,4183.5
1769-09-17,4152.23
1769-09-24,4152.23
1769-10-01,4179.83
1769-10-08,4179.83
1769-10-15,4190.46
1769-10-22,4190.46
1769-10-29,4193.21
1769-11-05,4193.21
1769-11-12,4243.71
1769-11-19,4243.71
1769-11-26,4252.58
1769-12-03,4252.58
1769-12-10,4267.45
1769-12-17,4267.45
1769-12-24,4331.93
1769-12-31,4331.93
1770-01-07,4290.49
1770-01-14,4290.49
1770-01-21,4210.33
1770-01-28,4210.33
1770-02-04,4219.9
1770-02-11,4219.9
1770-02-18,4240.14
1770-02-25,4240.14
1770-03-04,4267.51
1770-03-11,4267.51
1770-03-18,4284.58
1770-03-25,4284.58
1770-04-01,4313.1
1770-04-08,4313.1
1770-04-15,4355.11
1770-04-22,4355.11
1770-04-29,4333.34
1770-05-06,4333.34
1770-05-13,4338.88
1770-05-20,4338.88
1770-05-27,4352.12
1770-06-03,4352.12
1770-06-10,4347.66
1770-06-17,4347.66
1770-06-24,4346.87
1770-07-01,4346.87
1770-07-08,4378.84
1770-07-15,4378.84
1770-07-22,4341.29
1770-07-29,4341.29
1770-08-05,4364.85
1770-08-12,4364.85
1770-08-19,4346.43
1770-08-26,4346.43
1770-09-02,4378.73
1770-09-09,4378.73
1770-09-16,4349.66
1770-09-23,4349.66
1770-09-30,4360.3
1770-10-07,4360.3
1770-10-14,4373.58
1770-10-21,4373.58
1770-10-28,4357.2
1770-11-04,4357.2
1770-11-11,4391.44
1770-11-18,4391.44
1770-11-25,4423.77
1770-12-02,4423.77
1770-12-09,4431.93
1770-12-16,4431.93
1770-12-23,4510.98
1770-12-30,4510.98
1771-01-06,4457.56
1771-01-13,4457.56
1771-01-20,4357.03
1771-01-27,4357.03
1771-02-03,4342.64
1771-02-10,4342.64
1771-02-17,4368.98
1771-02-24,4368.98
1771-03-03,4394.35
1771-03-10,4394.35
1771-03-17,4406.32
1771-03-24,4406.32
1771-03-31,4431.49
1771-04-07,4431.49
1771-04-14,4446.05
1771-04-21,4446.05
1771-04-28,4408.9
1771-05-05,4408.9
1771-05-12,4426.48
1771-05-19,4426.48
1771-05-26,4454.72
1771-06-02,4454.72
1771-06-09,4458.01
1771-06-16,4458.01
1771-06-23,4476.48
1771-06-30,4476.48
1771-07-07,4519.88
1771-07-14,4519.88
1771-07-21,4481.43
1771-07-28,4481.43
1771-08-04,4506.93
1771-08-11,4506.93
1771-08-18,4504.92
1771-08-25,4504.92
1771-09-01,4538.91
1771-09-08,4538.91
1771-09-15,4508.8
1771-09-22,4508.8
1771-09-29,4506.99
1771-10-06,4506.99
1771-10-13,4535.98
1771-10-20,4535.98
1771-10-27,4525.9
1771-11-03,4525.9
1771-11-10,4567.08
1771-11-17,4567.08
1771-11-24,4600.86
1771-12-01,4600.86
1771-12-08,4623.64
1771-12-15,4623.64
1771-12-22,4692.44
1771-12-29,4692.44
1772-01-05,4666.89
1772-01-12,4666.89
1772-01-19,4584.53
1772-01-26,4584.53
1772-02-02,4582.06
1772-02-09,4582.06
1772-02-16,4611.41
1772-02-23,4611.41
1772-03-01,4615.77
1772-03-08,4615.77
1772-03-15,4619.33
1772-03-22,4619.33
1772-03-29,4650.62
1772-04-05,4650.62
1772-04-12,4659.4
1772-04-19,4659.4
1772-04-26,4650.9
1772-05-03,4650.9
